Company,Invoice No,Date of Invoice,Payment Month,Client,FSAM / Job,FDA,Cat,Amount,
Tactix Civil,Inv 004,10/27/18,11/30/18,NBN Co,NBN A417,"MW22094-AYCA-4LM7HH-2UND-61-590-602 New Canterbury Rd, Hurlstone Park",NBN New Devs,$443.70,
Tactix Civil,Inv 005,10/27/18,11/30/18,NBN Co,NBN A417,"MW22296-AYCA-4RB8MD-2LID-03-2 Clarke St, Berala",NBN New Devs,"$5,124.09",
Tactix Civil,Inv 006,10/27/18,11/30/18,NBN Co,NBN A417,"MW417R000243-AYCA-56I886-2ASH-64-47 Cecil St, Ashfield",NBN New Devs,"$3,453.83",
Tactix Civil,Inv 007,10/27/18,11/30/18,NBN Co,NBN A417,"MW417R000707-AYCA-4QHVO8-2CHL-07-13-15 Pacific Hwy, Gateshead",NBN New Devs,"$11,292.03",
Worksafe,Inv 201810581,10/24/18,11/30/18,NBN Co,NBN A417,"MW417R001755-AYCA-5FEXSP-2PEN-61-103-105 Metella Road, Toongabbie DFN ",NBN New Devs DFN HFC,"$20,221.33",
Qubicon,Inv 0593,10/29/18,11/30/18,NBN Co,NBN A417,"MW417R001530 - AYCA-5CXXCR - 2BTM-21 - 30 Golf Links Dr, Batemans Bay ",NBN New Devs,"$1,770.88",
Global Elite technologies   ,Inv 203,10/30/18,11/30/18,NBN Co,NBN A417,MW417R000494-AYCA-21R8AP-2WLG-07-12-14 New Dapto Rd Wollongong,NBN New Devs,$680.69,
Global Elite technologies   ,Inv 203,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001968 - AYCA-5N4YCV - 2BTH-02 - 5 Watt Drive Robin Hill Ext,NBN New Devs,"$1,384.60",
Global Elite technologies   ,Inv 203,10/30/18,11/30/18,NBN Co,NBN A417,"MW417R000708-AYCA-57DG41-2BTH-01-93 Stanley St, Bathurst Ext",NBN New Devs,"$2,929.97",
VS Connect,Inv 1033,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001125-2BMG-20-STELLAR NPDL Bermagui,NBN Project Fusion,"$68,555.00",
Jemena,Inv 93036571,10/22/18,11/30/18,NBN Co,NBN A417,MW417R001115-AYCA-591MZC-2CRO-21-CRONULLA 88 DEVELOPMENTS ,NBN New Devs,$600.00,
KSJDA,Inv 18/1302,10/26/18,11/30/18,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,"$14,222.52",
Altus,Inv 184813,10/28/18,11/30/18,NBN Co,NBN A417,"MW417R001116-AYCA-5FE5LS-2LIV-03-Hoxton Park Road, Liverpool",NBN New Devs,$599.55,
Ablas Construction,Inv 10,10/26/18,11/30/18,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$18,899.43",
Ablas Construction,Inv 09,10/26/18,11/30/18,NBN Co,NBN A417,MW417R001874 - AYCA-512UVL - 2WYO-03 - Marineres Centre of Excellence,NBN New Devs,"$2,258.40",
Nintey Nine Group,Inv 607,10/18/18,11/30/18,NBN Co,NBN A417,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",NBN New Devs DFN HFC,$480.00,
VS Connect,Inv 1034,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001691 - AYCA-5PYJJF - 2KCL-02 - Sailfish Way & Seaside Drive Kingscliff NSB,NBN New Devs,"$2,722.80",
VS Connect,Inv 1034,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001241-AYCA-5MNUDQ-2KNS-03-221 Queen Street Beaconsfield NSB,NBN New Devs,$560.00,
VS Connect,Inv 1034,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001369 - AYCA-5DL8UH - 2MRE-02 - Boland Drive Moree NSB,NBN New Devs,"$1,960.50",
VS Connect,Inv 1034,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001630 - AYCA-5PBMZD - 2URL-20 - 14 SALISBURY ST URALLA NSB,NBN New Devs,"$1,532.10",
VS Connect,Inv 1034,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001874 - AYCA-512UVL - 2WYO-03 - Marineres Centre of Excellence,NBN New Devs,$774.20,
KSJDA,Inv 18/1314,11/7/18,12/31/18,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,$300.00,
Ablas Construction,Inv 008,10/25/18,11/30/18,NBN Co,NBN A417,"MW417R002021-AYCA-4IIZWC-2STL-66-28 Albany St, St Leonards DFN HFC",NBN New Devs DFN HFC,"$9,725.60",
Sutherland Council,Inv 310982,11/8/18,12/31/18,NBN Co,NBN A417,,NBN New Devs,$928.18,
OSGA,Inv 201824,11/12/18,11/26/18,NBN Co,NBN Project Fusion,MW417R001262-2WAL-20-STELLAR NPDL_MWR (A417)-Wallerawang,NBN Project Fusion,"$17,305.00",
OSGA,Inv 201825,,,NBN Co,NBN Project Fusion,MW417R000546-2ERP-21 STELLAR NPDL_MWR (A417)- Erskine Park,NBN Project Fusion,"$8,790.00",
OSGA,Inv 201826,,,NBN Co,NBN Project Fusion,MW417R001129 - 2KRI-01 - STELLAR NPDL-Kurri Kurri,NBN Project Fusion,"$15,090.00",
OSGA,Inv 201827,,,NBN Co,NBN Project Fusion,MW417R001257-2KRI-20-STELLAR NPDL_MWR (A417)-Kurri kurri,NBN Project Fusion,"$15,030.00",
OSGA,Inv 201828,,,NBN Co,NBN Project Fusion,MW417R000552-2MON-28-STELLAR NPDL_MWR (A417) - Mona Vale,NBN Project Fusion,"$101,363.00",
OSGA,Inv 201829,,,NBN Co,NBN Project Fusion,MW417R000556-2ORC-21-STELLAR NPDL_MWR (A417)-Orchard Hills,NBN Project Fusion,"$37,040.00",
OSGA,Inv 201830,,,NBN Co,NBN Project Fusion,MW417R000560 - 2SPW-28 - STELLAR NPDL_MWR (A417)-Springwood,NBN Project Fusion,"$59,195.00",
OSGA,Inv 201831,,,NBN Co,NBN Project Fusion,MW417R000557-2POR-20-STELLAR NPDL_MWR (A417)-Portland,NBN Project Fusion,"$7,520.00",
Paramount Telecom,Inv 0129,11/8/18,12/31/18,NBN Co,NBN A401,"MW417R001610-AYCA-5NNV14-2NBR-20-30 Barwan Street, Narrabri",NBN New Devs,"$2,508.04",
VS Connect,Inv 1035,10/30/18,11/30/18,NBN Co,NBN A417,MW417R001131-2MYA-01-STELLAR NPDL-Moruya,NBN Project Fusion,"$11,575.00",
Altus,Inv 185858,11/4/18,12/31/18,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,880.00",
Altus,Inv 186721,11/11/18,12/31/18,NBN Co,NBN A417,"MW417R001805-AYCA-5DVB9M-2ROC-02-4 Magdalene Terrace, Wolli Creek",NBN New Devs,"$1,053.37",
KSJDA,Inv 18/1319,11/19/18,12/31/18,NBN Co,NBN A401,"MW417R001461-AYCA-5IWI3A-2WLL-20-26 Queen St, Stockton ",NBN New Devs,"$3,372.96",
Altus,Inv 187680,11/18/18,12/31/18,NBN Co,NBN A417,"MW417R001793-AYCA-4WB37J-2FRE-61-36 Pringle Ave, Belrose HFC DFN",NBN New Devs DFN HFC,"$2,025.00",
Altus,Inv 187681,11/18/18,12/31/18,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$1,855.00",
Altus,Inv 187682,11/18/18,12/31/18,NBN Co,NBN A417,"MW417R001136-AYCA-33L9HP-2BAN-64-Restwell & Leonard St, Bankstown DFN Design",NBN New Devs DFN HFC,"$1,880.00",
Altus,Inv 187683,11/18/18,12/31/18,NBN Co,NBN A417,MW417R001505-AYCA-4ZNBL1-2EPP-60-The Gateway on Pembroke Epping DFN,NBN New Devs DFN HFC,"$4,749.72",
Craig Comms,Inv - 45009-1,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001950-2LIV-04-AYCA-5BV5ZG-SHOP DDS1, LEVEL 2, WESTFIELD LIVERPOOL",Business Segment,"$5,106.14",
Craig Comms,Inv - 45009-4,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001955-2NRN-02-AYCA-5GNS0T-SHOP 1, 11-13 MAIN STREET, MOUNT ANNAN",Business Segment,"$10,825.08",
Craig Comms,Inv - 45009-09,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001952-2PTH-05-AYCA-5BXC7I-SHOP A5, FLOOR 2, 585 HIGH STREET, PENRITH",Business Segment,"$12,998.04",
Craig Comms,Inv - 45009-10,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001951-2PTH-05-AYCA-5BXC7Q-SHOP 01A2, LEVEL 1, 585 HIGH STREET",Business Segment,"$5,927.90",
Craig Comms,Inv - 45009-06,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001954-2ROC-02-AYCA-5BXC8E-WOOLWORTHS, SHOP 1, 78-98 ARNCLIFFE STREET",Business Segment,"$3,577.12",
Craig Comms,Inv - 45009-05,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001953-2ROC-02-AYCA-5BXC86-DAN MURPHYS, 78-98 ARNCLIFFE STREET",Business Segment,"$2,000.69",
Craig Comms,Inv - 45009-08,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001958-2SHH-04-AYCA-5GNS19-SHOP 1097, 211 LAKE ENTRANCE ROAD",Business Segment,"$7,245.90",
Craig Comms,Inv - 45009-07,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001961-2ABN-02-AYCA-5GN6MZ-SHOP 2, 1 RUSSELL STREET, ALBION PARK ",Business Segment,"$4,841.62",
Craig Comms,Inv - 45009-03,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001956-2CBT-02-AYCA-5GNRZH-WOOLWORTHS, SHOP MO1, MARKETFAIR",Business Segment,"$6,773.24",
Craig Comms,Inv - 45009-02,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R001948-2LIV-04-AYCA-5BV5Z8-SHOP M4, LEVEL 2, WESTFIELD LIVERPOOL",Business Segment,"$7,903.25",
KSJDA,Inv 18/1320,11/19/18,12/31/18,NBN Co,NBN A417,"MW417R001670-AYCA-5ETO6E - 2TAM-07-7 Jack Smyth Drive, Hillvue ",NBN New Devs,"$ 14,453.19",
Craig Comms,Inv - 45810-1,10/2/18,11/30/18,NBN Co,NBN A417,"MW417R000157-AYCA-4A46K7-2PAR-63-208-210 Great Western Hwy, Westmead DFN Design & Construct",NBN New Devs DFN HFC,"$20,853.11",
Craig Comms,Inv - 45010-2,10/2/18,11/30/18,NBN Co,NBN A417,MW417R000893-AYCA-59DV6W - 2CRR-72-Carramar HFC DFN,NBN New Devs DFN HFC,"$4,008.51",
KSJDA,Inv 18/1322A,11/25/18,12/31/18,NBN Co,NBN A417,"MW417R001610-AYCA-5NNV14-2NBR-20-30 Barwan Street, Narrabri",NBN New Devs,"$4,482.52",
Nintey Nine Group,Inv 615,11/26/18,12/10/18,NBN Co,NBN A417,MW417R002226-AYCA-4PEEEK - 2RYD-63- 17-21 Ryedale Rdm West Ryde  HFC DFN,NBN New Devs DFN HFC,"$1,500.00",
Global Elite technologies   ,Inv 205,11/26/18,12/10/18,NBN Co,NBN A417,"MW417R002068 - AYCA-5PIVSY -2BTH-02 -  11 Lombard Drive, Robin Hill Ext",NBN New Devs,"$3,171.20",
Global Elite technologies   ,Inv 206,11/26/18,12/10/18,NBN Co,NBN A417,MW417R002015-AYCA-568KCW-2GER-01-Mayflower Gerringong ,NBN New Devs,"$2,911.43",
