Contract,Project Name,Location,PE,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,Maximo work order,FSAM/MPS,Suburb,CSPO Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internal DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131132121,SERV-2BOT-01-L0130,Botany,"$6,606.32",,"$6,606.32"," $	7,266.95 ",$975.00,,$975.00,"$5,631.32",85%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131132703,SERV-2BOT-09-L0130,Botany,"$79,318.69",,"$79,318.69"," $	87,250.56 ","$22,035.00",,"$22,035.00","$57,283.69",72%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14989,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131132703,SERV-2BOT-09-L0130,Botany,"$23,795.61",,"$23,795.61"," $	26,175.17 ",,,$0.00,"$23,795.61",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131133265,SERV-2BOT-10-L0130,Botany,"$13,882.02",,"$13,882.02"," $	15,270.22 ","$2,080.00",,"$2,080.00","$11,802.02",85%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14983,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131133265,SERV-2BOT-10-L0130,Botany,"$5,949.44",,"$5,949.44"," $	6,544.38 ",,,$0.00,"$5,949.44",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131133778,SERV-2BOT-22-L0130,Botany,"$11,510.12",,"$11,510.12"," $	12,661.13 ","$1,495.00",,"$1,495.00","$10,015.12",87%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14990,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131133778,SERV-2BOT-22-L0130,Botany,"$4,932.91",,"$4,932.91"," $	5,426.20 ",,,$0.00,"$4,932.91",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100130941826,SERV-2MIR-21-L0130,Miranda,"$25,180.08",,"$25,180.08"," $	27,698.09 ","$11,830.00",,"$11,830.00","$13,350.08",53%,Ranjit Vignesh ,Direct Award,18/04/2019,,24/05/2019,36d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 15002,02/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100130941826,SERV-2MIR-21-L0130,Miranda,"$10,791.47",,"$10,791.47"," $	11,870.62 ",,,$0.00,"$10,791.47",100%,Ranjit Vignesh ,Direct Award,18/04/2019,,24/05/2019,36d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131124821,SERV-2MIR-22-L0130,Miranda,"$12,369.92",,"$12,369.92"," $	13,606.91 ","$11,830.00",,"$11,830.00",$539.92,4%,Ranjit Vignesh ,Direct Award,18/04/2019,,24/05/2019,36d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14984,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131124821,SERV-2MIR-22-L0130,Miranda,"$5,301.39",,"$5,301.39"," $	5,831.53 ",,,$0.00,"$5,301.39",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works Construct,Sydney Sth,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100130718338,"ND-NSW-2MIR-25-AYCA-62WIE0-3 Actinotus Avenue, Caringbah South NSW-TTFN",Carringbah Sth,"$5,183.34",,"$5,183.34"," $	5,701.67 ",$42.46,,$42.46,"$5,140.88",99%,Ertan Cicek,Direct Award,18/04/2019,,30/06/2019,73d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,16/05/2019,16/05/2019,,,30/05/2019,13/06/2019,May-19,Jun-19,WOR100131126539,SERV-2MIR-25-L0130,Miranda,"$10,042.01","-$8,668.32","$1,373.69"," $	1,511.06 ","$1,820.00",,"$1,820.00",-$446.31,-32%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131127337 ,SERV-2MIR-26-L0130,Miranda,"$3,259.22",,"$3,259.22"," $	3,585.14 ",$130.00,,$130.00,"$3,129.22",96%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131128346,SERV-2MIR-29-L0130,Miranda,"$22,507.57",,"$22,507.57"," $	24,758.33 ","$7,415.00",,"$7,415.00","$15,092.57",67%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14986,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131128346,SERV-2MIR-29-L0130,Miranda,"$9,646.10",,"$9,646.10"," $	10,610.71 ",,,$0.00,"$9,646.10",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131131172,SERV-2MIR-31-L0130,Miranda,"$26,322.18",,"$26,322.18"," $	28,954.39 ","$9,885.00",,"$9,885.00","$16,437.18",62%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,inv 14988,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131131172,SERV-2MIR-31-L0130,Miranda,"$11,280.93",,"$11,280.93"," $	12,409.03 ",,,$0.00,"$11,280.93",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Nth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131135110,SERV-2MON-20-L0130,Mona Vale,"$17,818.12",,"$17,818.12"," $	19,599.93 ","$3,900.00",,"$3,900.00","$13,918.12",78%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Nth,Rob Panovski,Inv 14991,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131135110,SERV-2MON-20-L0130,Mona Vale,"$7,636.34",,"$7,636.34"," $	8,399.97 ",,,$0.00,"$7,636.34",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32,Sydney Nth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131135645,SERV-2MON-25-L0130,Mona Vale,"$23,953.17",,"$23,953.17"," $	26,348.48 ","$7,150.00",,"$7,150.00","$16,803.17",70%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works SC30-32 Comm,Sydney Nth,Rob Panovski,Inv 14992,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131135645,SERV-2MON-25-L0130,Mona Vale,"$10,265.64",,"$10,265.64"," $	11,292.21 ",,,$0.00,"$10,265.64",100%,Ranjit Vignesh ,Direct Award,23/04/2019,,24/05/2019,31d
Minor Works,Minor Works HFC DFN,Sydney West,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100131067963,ND-NSW-2LAK-63- AYCA-4KG1NI-Punchbowl Development - 1-HFC-DFN,Lakemba,"$56,837.94",,"$56,837.94"," $	62,521.74 ","$32,492.72",,"$32,492.72","$24,345.22",43%,Mark leal,Direct Award,18/04/2019,,01/07/2019,74d
Minor Works,Minor Works HFC DFN Comm,Sydney West,Mickey Tran,Inv 15006,03/05/2019,,01/05/2019,,,,07/05/2019,May-19,May-19,WOR100131067963,ND-NSW-2LAK-63- AYCA-4KG1NI-Punchbowl Development - 1-HFC-DFN,Lakemba,"$24,359.12",,"$24,359.12"," $	26,795.03 ",,,$0.00,"$24,359.12",100%,Mark leal,Direct Award,18/04/2019,,01/07/2019,74d
Minor Works,Minor Works HFC DFN,Sydney East,Mickey Tran,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100131069048,"ND-NSW-2KNS-61-AYCA-21YG5R -Green Square Town Centre, Sites 7 & 17 -HFC-DFN",Kensington,"$36,718.87",,"$36,718.87"," $	40,390.76 ","$6,167.80",,"$6,167.80","$30,551.07",83%,Mark leal,Direct Award,18/04/2019,,15/07/2019,88d
Minor Works,Minor Works HFC DFN Comm,Sydney East,Mickey Tran,Inv 15005,07/05/2019,,01/05/2019,,,,07/05/2019,May-19,May-19,WOR100131069048,"ND-NSW-2KNS-61-AYCA-21YG5R -Green Square Town Centre, Sites 7 & 17 -HFC-DFN",Kensington,"$15,736.66",,"$15,736.66"," $	17,310.32 ",,,$0.00,"$15,736.66",100%,Mark leal,Direct Award,18/04/2019,,15/07/2019,88d
Minor Works,Minor Works Tech Choice D&C,Central West,Marshell Antonio,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132133091,"ND-NSW-2CON-20-AYCA-627OQK-64 William Street, Condobolin NSW 2877-TECH Choice",Condoblin,"$12,689.49",,"$12,689.49"," $	13,958.44 ",,,$0.00,"$12,689.49",100%,Mark Leal,RFQ,30/04/2019,,15/07/2019,76d
Minor Works,Minor Works Tech Choice D&C,Central West,Marshell Antonio,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132133846,"ND-NSW-2FRB-20-61-AYCA-627R64-15 Johnson Street, Forbes NSW 2871-TECH CHOICE",Forbes,"$20,746.54",,"$20,746.54"," $	22,821.19 ",,,$0.00,"$20,746.54",100%,Mark Leal,RFQ,30/04/2019,,15/07/2019,76d
Minor Works,Minor Works Transformation Comm,Central West,Marshell Antonio,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100132154317 ,"ND-NSW-2ORG-02-AYCA-5HBFXB-132 Kite Street, Orange - 1-FTTN",Orange,"$4,383.09",,"$4,383.09"," $	4,821.40 ",,,$0.00,"$4,383.09",100%,Mark Leal,RFQ,24/04/2019,,24/06/2019,61d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131994075,SERV-2ROC-21-L0130,Rockdale,"$6,003.18",,"$6,003.18"," $	6,603.50 ","$2,860.00",,"$2,860.00","$3,143.18",52%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131995581,SERV-2ROC-22-L0131,Rockdale,"$8,384.76",,"$8,384.76"," $	9,223.24 ",,,$0.00,"$8,384.76",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14993,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131995581,SERV-2ROC-22-L0131,Rockdale,"$3,593.47",,"$3,593.47"," $	3,952.82 ",,,$0.00,"$3,593.47",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131998389,SERV-2CMO-22-L0130,Como,"$2,327.43",,"$2,327.43"," $	2,560.17 ",,,$0.00,"$2,327.43",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,30/05/2019,30/05/2019,,,13/06/2019,27/06/2019,May-19,Jun-19,WOR100131999277,SERV-2CRO-25-L0130,Cronulla,"$8,580.36","-$3,943.35","$4,637.01"," $	5,100.71 ","$2,645.50",,"$2,645.50","$1,991.51",43%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32 Comm,Sydney Sth,Rob Panovski,Inv 14994,01/05/2019,,30/04/2019,,,,02/05/2019,Apr-19,May-19,WOR100131999277,SERV-2CRO-25-L0130,Cronulla,"$3,677.30",,"$3,677.30"," $	4,045.02 ",,,$0.00,"$3,677.30",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132000011,SERV-2LIV-06-L0130,Liverpool,"$3,113.02",,"$3,113.02"," $	3,424.32 ",,,$0.00,"$3,113.02",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,30/05/2019,30/05/2019,30/05/2019,30/05/2019,13/06/2019,27/06/2019,May-19,Jun-19,WOR100132000497,SERV-2LIV-12-L0130,Liverpool,"$2,523.82",$101.82,"$2,625.64"," $	2,888.20 ",,,$0.00,"$2,625.64",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney Sth,Rob Panovski,,,30/05/2019,30/05/2019,30/05/2019,30/05/2019,13/06/2019,27/06/2019,May-19,Jun-19,WOR100132001178,SERV-2ROC-25-L0130,Rockdale,"$3,393.21",$431.25,"$3,824.46"," $	4,206.91 ",,,$0.00,"$3,824.46",100%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132001863,SERV-2ORC-06-L0130,Orchard Hills,"$3,229.32",,"$3,229.32"," $	3,552.25 ",$390.00,,$390.00,"$2,839.32",88%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132002635,SERV-2ORC-20-L0130,Orchard Hills,"$35,892.61",,"$35,892.61"," $	39,481.87 ","$6,500.00",,"$6,500.00","$29,392.61",82%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132003343,SERV-2ORC-21-L0130,Orchard Hills,"$11,840.35",,"$11,840.35"," $	13,024.39 ","$1,105.00",,"$1,105.00","$10,735.35",91%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132004061,SERV-2ORC-22-L0130,Orchard Hills,"$3,519.00",,"$3,519.00"," $	3,870.90 ",$130.00,,$130.00,"$3,389.00",96%,Ranjit Vignesh ,Direct Award,29/04/2019,,24/05/2019,25d
Minor Works,Minor Works Transformation,Sydney West,Dane Harrington,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100132048991,"ND-NSW-2SHA-64-AYCA-63GR5P-125-127 Victoria Street , Werrington NSW-TTFN",Werrington,"$10,953.95",,"$10,953.95"," $	12,049.35 ","$1,200.00",,"$1,200.00","$9,753.95",89%,Ertan Cicek,Direct Award,30/04/2019,,08/07/2019,69d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132480674,2STL-65-Node Split,St Leonards,"$29,970.13",,"$29,970.13"," $	32,967.14 ","$3,700.00",,"$3,700.00","$26,270.13",88%,Steve Taylor,Direct Award,05/05/2019,,26/05/2019,21d
Minor Works,Minor Works Node Split,Sydney Sth,Rob Panovski,,,13/05/2019,13/05/2019,13/05/2019,,27/05/2019,10/06/2019,May-19,Jun-19,WOR100129896564,2UND-60-Node Split,Underwood,"$6,334.56",$484.35,"$6,818.91"," $	7,500.80 ",$989.28,,$989.28,"$5,829.63",85%,Steve Taylor,Direct Award,06/05/2019,,13/06/2019,38d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/07/2019,,,,,Jul-19,Jan-00,WOR100132471129 ,2BAL-61-Node Split,Balmain,"$41,607.22",,"$41,607.22"," $	45,767.94 ","$7,155.32",,"$7,155.32","$34,451.90",83%,Steve Taylor,Direct Award,07/05/2019,,02/07/2019,56d
Minor Works,Minor Works Node Split Comm,Sydney East,Rob Panovski,Inv 15013,08/05/2019,,07/05/2019,,,,09/05/2019,May-19,May-19,WOR100132471129 ,2BAL-61-Node Split,Balmain,"$17,831.66",,"$17,831.66"," $	19,614.83 ",,,$0.00,"$17,831.66",100%,Steve Taylor,Direct Award,07/05/2019,,02/07/2019,56d
Minor Works,Minor Works Node Split,Sydney West,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132479018,2BAN-68-Node Split,Bankstown,"$12,634.29",,"$12,634.29"," $	13,897.72 ",,,$0.00,"$12,634.29",100%,Steve Taylor,Direct Award,05/05/2019,,03/07/2019,59d
Minor Works,Minor Works Node Split,Sydney West,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132483353,2CRR-65-Node Split,Carramar,"$71,465.64",,"$71,465.64"," $	78,612.20 ","$9,357.70",,"$9,357.70","$62,107.94",87%,Steve Taylor,Direct Award,05/05/2019,,10/07/2019,66d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132487310,2EAS-67-Node Split,East CBD,"$39,289.23",,"$39,289.23"," $	43,218.15 ","$7,541.40",,"$7,541.40","$31,747.83",81%,Steve Taylor,Direct Award,07/05/2019,,26/06/2019,50d
Minor Works,Minor Works Node Split Comm,Sydney East,Rob Panovski,Inv 15012,08/05/2019,,07/05/2019,,,,09/05/2019,May-19,May-19,WOR100132487310,2EAS-67-Node Split,East CBD,"$16,838.24",,"$16,838.24"," $	18,522.07 ",,,$0.00,"$16,838.24",100%,Steve Taylor,Direct Award,07/05/2019,,26/06/2019,50d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/09/2018,,,,,Sep-18,Jan-00,WOR100129927137,2BAL-66-Node Split,Balmain,"$39,086.15",,"$39,086.15"," $	42,994.77 ","$10,084.93",,"$10,084.93","$29,001.22",74%,Steve Taylor,Direct Award,02/05/2019,,30/08/2019,120d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132475342,2EDG-60 Node Split,Balmain,"$7,069.72",,"$10,045.48"," $	11,050.02 ",$477.62,,$477.62,"$9,567.86",95%,Steve Taylor,Direct Award,05/05/2019,,04/07/2019,60d
Minor Works,Minor Works Node Split,Sydney East,Rob Panovski,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100129928008,2EDG-62 Node Split,Petersham,"$33,484.92",,"$10,045.48"," $	11,050.02 ",,,$0.00,"$10,045.48",100%,Steve Taylor,Direct Award,02/05/2019,,04/07/2019,63d
Minor Works,Minor Works FttC,Sth Coast,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132115702,"FTTC-MTA-SSDB-LOC000063600374-Lot A, 8 Mirrabooka Avenue, Moruya",Moryua,"$1,794.35",,"$1,794.35"," $	1,973.79 ",,,$0.00,"$1,794.35",100%,Jason Morley,Direct Award,30/04/2019,,11/06/2019,42d
Minor Works,Minor Works FttC,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100131528654,"FTTC held Order""-DPU Capacity issue - 4ASH-21-09 - LOC000053300572 -ACK Held",Springwood,"$4,166.10",,"$4,166.10"," $	4,582.71 ","$2,051.10",,"$2,051.10","$2,115.00",51%,Jason Morley,Direct Award,24/04/2019,,12/06/2019,49d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132175163,SERV-2SPW-22-L0130,Springwood,"$5,671.36",,"$5,671.36"," $	6,238.50 ",,,$0.00,"$5,671.36",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132175969,SERV-2ERP-20-L0130,Erskine Park,"$6,282.28",,"$6,282.28"," $	6,910.51 ",,,$0.00,"$6,282.28",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132177788,SERV-2ERP-21-L0130,Erskine Park,"$2,429.24",,"$2,429.24"," $	2,672.16 ",,,$0.00,"$2,429.24",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132178443,SERV-2BUR-03-L0130,Burwood,"$1,896.17",,"$1,896.17"," $	2,085.79 ",,,$0.00,"$1,896.17",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132179078,SERV-2BUR-23-L0130,Burwood,"$8,107.51",,"$8,107.51"," $	8,918.26 ",,,$0.00,"$8,107.51",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32 Comm,Sydney West,Rob Panovski,inv 15008,07/05/2019,,06/05/2019,,,,07/05/2019,May-19,May-19,WOR100132179078,SERV-2BUR-23-L0130,Burwood,"$3,474.65",,"$3,474.65"," $	3,822.11 ",,,$0.00,"$3,474.65",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132180302 ,SERV-2CAM-20-L0130,Campise,"$5,157.88",,"$5,157.88"," $	5,673.67 ",,,$0.00,"$5,157.88",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132181023,SERV-2CAM-21-L0130,Campise,"$14,240.73",,"$14,240.73"," $	15,664.80 ",,,$0.00,"$14,240.73",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32 Comm,Sydney West,Rob Panovski,Inv 15007,07/05/2019,,06/05/2019,,,,07/05/2019,May-19,May-19,WOR100132181023,SERV-2CAM-21-L0130,Campise,"$4,272.22",,"$4,272.22"," $	4,699.44 ",,,$0.00,"$4,272.22",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney West,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132181742,SERV-2SIL-02-L0130,Silverwater,"$13,222.53",,"$13,222.53"," $	14,544.78 ",,,$0.00,"$13,222.53",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney Nth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132182657,SERV-2HOR-02-L0130,Hornsby,"$54,353.91",,"$54,353.91"," $	59,789.30 ","$17,290.00",,"$17,290.00","$37,063.91",68%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32 Comm,Sydney Nth,Rob Panovski,inv 15009,06/05/2019,,05/05/2019,,,,07/05/2019,May-19,May-19,WOR100132182657,SERV-2HOR-02-L0130,Hornsby,"$23,294.53",,"$23,294.53"," $	25,623.99 ",,,$0.00,"$23,294.53",100%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney Nth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100134165503,SERV-2HOR-20-L0130,Hornsby,"$6,712.07",,"$6,712.07"," $	7,383.28 ",$585.00,,$585.00,"$6,127.07",91%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works SC30-32,Sydney Nth,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132184591,SERV-2HOR-21-L0130,Hornsby,"$3,417.18",,"$3,417.18"," $	3,758.90 ",$65.00,,$65.00,"$3,352.18",98%,Ranjit Vignesh ,Direct Award,30/04/2019,,24/05/2019,24d
Minor Works,Minor Works Transformation Design Only,Sydney Nth,Shankar Acharya,,,14/05/2019,14/05/2019,14/05/2019,22/05/2019,22/05/2019,05/06/2019,May-19,Jun-19,WOR100132295314,ND-NSW-2PYM-62-AYCA-4HLUIU-1454 Pacific Highway Turramurra - 1-Estate-Design ,Turramurra,"$10,516.41","$1,794.35","$12,310.76"," $	13,541.84 ",$600.00,,$600.00,"$11,710.76",95%,Ertan Cicek,Direct Award,01/05/2019,,01/06/2019,31d
Minor Works,Minor Works Transformation,Sydney West,Dane Harrington,,,,30/08/2019,,,,,Aug-19,Jan-00,WOR100132299973,ND-NSW-2RYD-01-AYCA-4P5T6R-Ryde Calibre - 1-TTFN,Ryde,"$31,536.47",,"$31,536.47"," $	34,690.12 ",$900.00,,$900.00,"$30,636.47",97%,Ertan Cicek,Direct Award,01/05/2019,,25/07/2019,85d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132870862,SERV-2HMK-22-L0130,Haymarket,"$3,536.96",,"$3,536.96"," $	3,890.66 ",$600.00,,$600.00,"$2,936.96",83%,Ranjit Vignesh ,Direct Award,06/05/2019,,24/05/2019,18d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132869218,SERV-2HMK-21-L0130,Haymarket,"$45,630.33",,"$45,630.33"," $	50,193.36 ",$600.00,,$600.00,"$45,030.33",99%,Ranjit Vignesh ,Direct Award,06/05/2019,,24/05/2019,18d
Minor Works,Minor Works SC30-32,Sydney CBD,Rob Panovski,,,,30/06/2019,,,,,Jun-19,Jan-00,WOR100132864321,SERV-2HMK-04-L0130,Haymarket,"$13,324.35",,"$13,324.35"," $	14,656.79 ",$600.00,,$600.00,"$12,724.35",95%,Ranjit Vignesh ,Direct Award,06/05/2019,,24/05/2019,18d
