Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate
Lend Lease,Lend Lease - MWA,FB-02-01-01/01-01,Installation of multiport or splitter multiport in underground pit or manhole,Per multiport, $	30.00 
Lend Lease,Lend Lease - MWA,FB-02-01-02/01-01,Installation of multiport or splitter multiport on any pole,Per multiport, $	120.00 
Lend Lease,Lend Lease - MWA,FB-02-01-03/01-01,Replacement or Upgrade of existing splitter multiport in underground pit or manhole,Per multiport, $	60.00 
Lend Lease,Lend Lease - MWA,FB-02-01-04/01-01,Replacement or Upgrade of existing splitter multiport on any pole,Per multiport, $	180.00 
Lend Lease,Lend Lease - MWA,FB-03-01-01/01-01,Splicing of optic fibre ribbons,Per Ribbon Splice, $	20.00 
Lend Lease,Lend Lease - MWA,FB-03-01-02/01-01,Splicing of single fibre,Per Fibre Splice, $	13.00 
Lend Lease,Lend Lease - MWA,FB-03-01-03/01-01,Splicing of loose tube fibre,Per Fibre Splice, $	12.50 
Lend Lease,Lend Lease - MWA,FB-03-01-04/01-01,De ribbonise 12 fibre ribbon,Per ribbon, $	9.50 
Lend Lease,Lend Lease - MWA,FB-04-02-01/01-01,Uni-directional OTDR Testing to the first fibre tested,Per fibre, $	28.00 
Lend Lease,Lend Lease - MWA,FB-04-02-02/01-01,Extra over for additional Uni-directional OTDR Testing,Per fibre, $	20.00 
Lend Lease,Lend Lease - MWA,FB-04-02-03/01-01,Point to point DFL OTDR test to the first fibre tested,Per fibre, $	26.00 
Lend Lease,Lend Lease - MWA,FB-04-02-04/01-01,Extra over for additional Point to point DFL OTDR test,Per fibre, $	14.00 
Lend Lease,Lend Lease - MWA,FB-04-02-05/01-01,Insertion loss testing to the first fibre tested,Per fibre, $	22.00 
Lend Lease,Lend Lease - MWA,FB-04-02-06/01-01,Extra over for additional Insertion loss testing,Per fibre, $	22.50 
Lend Lease,Lend Lease - MWA,FB-04-02-07/01-01,Extra over rate for LFN / MTLFN insertion loss testing to the PCD  ,Per fibre, $	14.00 
Lend Lease,Lend Lease - MWA,FB-04-02-08/01-01,PON Power Meter Test,Per fibre, $	10.00 
Lend Lease,Lend Lease - MWA,FB-04-02-09/01-01,End to end connectivity testing to the GPON NTD at customer premises,Per fibre, $	28.00 
Lend Lease,Lend Lease - MWA,FB-04-02-10/01-01,End to end connectivity testing to SASK NTD at customer premises,Per fibre, $	28.00 
Lend Lease,Lend Lease - MWA,FB-05-02-01/01-01,Installation of a 12/24 way fibre patch panel within a customer premise environment,Per patch panel, $	90.00 
Lend Lease,Lend Lease - MWA,FB-05-02-04/01-01,Installation of a 24 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	115.00 
Lend Lease,Lend Lease - MWA,FB-05-02-05/01-01,Installation of a 72 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	150.00 
Lend Lease,Lend Lease - MWA,FB-05-02-06/01-01,Installation of a 144 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	320.00 
Lend Lease,Lend Lease - MWA,FB-05-03-01/01-01,Prepare and splice of a 12 fibre sheath within a customer premises environment,Per cable sheath, $	115.00 
Lend Lease,Lend Lease - MWA,FB-05-03-02/01-01,Prepare and splice of a single fibre in a PIC cable,Per Fibre, $	30.00 
Lend Lease,Lend Lease - MWA,FB-05-03-03/01-01,Supply and install patching cable within a HDODF or equivalent environment,Per patching cable, $	35.00 
Lend Lease,Lend Lease - MWA,FB-05-03-06/01-01,Prepare and splice a fibre cable sheath greater than 144 fibres to be connected within a HDODF environment,Per cable sheath, $	420.00 
Lend Lease,Lend Lease - MWA,FB-05-03-07/01-01,Prepare and splice a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected within a HDODF environment,Per cable sheath, $	210.00 
Lend Lease,Lend Lease - MWA,FB-05-03-08/01-01,Installation of an inline optical attenuator in conjunction with HDODF patching works,Per optical attenuator, $	45.00 
Lend Lease,Lend Lease - MWA,FB-05-03-09/01-01,Installation of an inline optical attenuator within the HDODF cabinet or equivalent rack environments as part of line balancing works for an FTTC DPU,Per optical attenuator, $	90.00 
Lend Lease,Lend Lease - MWA,FC-01-01-03/01-01,Installation and commissioning of a wall mounted DPU terminal device ,Per DPU, $	75.00 
Lend Lease,Lend Lease - MWA,FC-01-01-10/01-01,Installation and commissioning of an aerial DPU terminal device ,Per DPU, $	130.00 
Lend Lease,Lend Lease - MWA,FC-01-01-11/01-01,Installation and commissioning of a non-aerial DPU terminal device ,Per DPU, $	70.00 
Lend Lease,Lend Lease - MWA,FC-01-01-12/01-01,Removal of existing DPU,Per DPU, $	85.00 
Lend Lease,Lend Lease - MWA,FC-02-01-05/01-01,Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead extension, $	125.00 
Lend Lease,Lend Lease - MWA,FC-02-01-06/01-01,Supply and installation of DPU copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure ,Per DPU copper lead extension, $	95.00 
Lend Lease,Lend Lease - MWA,FC-02-01-07/01-01,Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead extension, $	92.00 
Lend Lease,Lend Lease - MWA,FC-02-01-12/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead high twist extension, $	115.00 
Lend Lease,Lend Lease - MWA,FC-02-01-13/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead high twist extension, $	16.00 
Lend Lease,Lend Lease - MWA,FC-02-02-01/01-01,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,Per aerial DPU copper lead jointed , $	100.00 
Lend Lease,Lend Lease - MWA,FC-02-02-02/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure ,Per DPU copper lead high twist extension, $	140.00 
Lend Lease,Lend Lease - MWA,FC-02-02-03/01-01,Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint enclosure,Per replaced enclosure, $	220.00 
Lend Lease,Lend Lease - MWA,FC-02-02-04/01-01,Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint enclosures ,Per copper tie cable, $	215.00 
Lend Lease,Lend Lease - MWA,FC-02-03-01/01-01,Installation of a new non-aerial openable joint enclosure,Per new non-aerial openable joint enclosure, $	155.00 
Lend Lease,Lend Lease - MWA,FC-02-03-02/01-01,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,Per DPU copper lead jointed , $	28.00 
Lend Lease,Lend Lease - MWA,FC-02-03-03/01-01,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,Per DPU copper lead jointed , $	40.00 
Lend Lease,Lend Lease - MWA,FC-02-03-04/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead high twist extension, $	120.00 
Lend Lease,Lend Lease - MWA,FC-02-03-05/01-01,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial openable joint enclosure,Per DPU copper lead high twist extension, $	130.00 
Lend Lease,Lend Lease - MWA,FC-02-03-06/01-01,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,Per 2pair loop, $	90.00 
Lend Lease,Lend Lease - MWA,FC-03-01-01/01-01,Existing copper drop sheath validation,Per existing copper drop sheath validated, $	25.00 
Lend Lease,Lend Lease - MWA,FC-03-01-01/02-01,Design - Validation of the Premise ,Per existing copper drop sheath validated, $	35.00 
Lend Lease,Lend Lease - MWA,FC-03-01-02/01-01,Existing Copper drop sheath validation for Serviceability for Missed Lead-ins,Per existing copper drop sheath validated, $	35.00 
Lend Lease,Lend Lease - MWA,MD-01-01-01/01-01,Supply & Installation of catenary wire system in buildings,Per linear metre, $	8.70 
Lend Lease,Lend Lease - MWA,MD-01-01-01/01-02,Supply & Installation of catenary wire system in buildings outside working hours,Per linear metre, $	19.52 
Lend Lease,Lend Lease - MWA,MD-01-01-02/01-01,Supply & Installation of cable tray in buildings,Per linear metre, $	30.46 
Lend Lease,Lend Lease - MWA,MD-01-01-02/01-02,Supply & Installation of cable tray in buildings outside working hours,Per linear metre, $	51.60 
Lend Lease,Lend Lease - MWA,MD-01-01-03/01-01,Supply and installation of ducting <30mm width ,Per linear metre, $	17.29 
Lend Lease,Lend Lease - MWA,MD-01-01-03/01-02,Supply and installation of ducting <30mm width outside working hours,Per linear metre, $	24.90 
Lend Lease,Lend Lease - MWA,MD-01-01-04/01-01,Supply and installation of ducting >30mm width ,Per linear metre, $	27.99 
Lend Lease,Lend Lease - MWA,MD-01-01-04/01-02,Supply and installation of ducting >30mm width outside working hours,Per linear metre, $	40.31 
Lend Lease,Lend Lease - MWA,MD-01-01-05/01-01,Supply and installation of conduit,Per linear metre, $	12.07 
Lend Lease,Lend Lease - MWA,MD-01-01-05/01-02,Supply and installation of conduit outside working hours,Per linear metre, $	15.69 
Lend Lease,Lend Lease - MWA,MD-01-01-06/01-01,Installation of One Pass Fibre Pathway in buildings,Per linear metre, $	11.03 
Lend Lease,Lend Lease - MWA,MD-01-01-06/01-02,Installation of One Pass Fibre Pathway in buildings outside working hours,Per linear metre, $	18.69 
Lend Lease,Lend Lease - MWA,MD-01-01-07/01-01,Connecting One Pass Fibre Pathway to ICD or PCD ,Each ICD or PCD, $	33.59 
Lend Lease,Lend Lease - MWA,MD-01-01-07/01-02,Connecting One Pass Fibre Pathway to ICD or PCD outside working hours,Each ICD or PCD, $	53.35 
Lend Lease,Lend Lease - MWA,MD-01-07-01/01-01,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings,"Each FCD, FDT or CTL", $	77.73 
Lend Lease,Lend Lease - MWA,MD-01-07-01/01-02,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings outside working hours,"Each FCD, FDT or CTL", $	120.93 
Lend Lease,Lend Lease - MWA,MD-01-07-02/01-01,Installation of Premises Distribution Hub (PDH) ,Each PDH, $	164.10 
Lend Lease,Lend Lease - MWA,MD-01-07-02/01-02,Installation of Premises Distribution Hub (PDH) outside working hours,Each PDH, $	192.01 
Lend Lease,Lend Lease - MWA,MD-01-07-03/01-01,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),Each ICD or PCD, $	27.06 
Lend Lease,Lend Lease - MWA,MD-01-07-03/01-02,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD) outside working hours,Each ICD or PCD, $	38.69 
Lend Lease,Lend Lease - MWA,MD-01-07-04/01-01,Installation of a fibre wall outlet,Per outlet, $	16.52 
Lend Lease,Lend Lease - MWA,MD-01-07-04/01-02,Installation of a fibre wall outlet outside working hours,Per outlet, $	19.32 
Lend Lease,Lend Lease - MWA,MD-01-07-06/01-01,Installation of apartment amplifier in buildings,Per amplifier, $	72.40 
Lend Lease,Lend Lease - MWA,MD-01-07-07/01-01,Installation of MDU security enclosure,Per MDU security enclosure, $	55.81 
Lend Lease,Lend Lease - MWA,MD-01-07-08/01-01,Installation of tap in buildings,Per tap, $	74.37 
Lend Lease,Lend Lease - MWA,MD-01-07-09/01-01,Installation of directional coupler or splitter in buildings,Per directional coupler or splitter, $	67.18 
Lend Lease,Lend Lease - MWA,MD-01-07-10/01-01,Extra over rate for the Installation of an isolator in buildings,Per Isolator, $	18.41 
Lend Lease,Lend Lease - MWA,MD-01-07-11/01-01,Replacement of tap in buildings ,Per Tap, $	44.69 
Lend Lease,Lend Lease - MWA,MD-01-07-12/01-01,Replacement of tap faceplate in buildings,Per face plate, $	30.22 
Lend Lease,Lend Lease - MWA,MD-01-07-13/01-01,"Removal of tap, isolator, directional coupler or splitter in buildings only",Per device , $	39.06 
Lend Lease,Lend Lease - MWA,MD-01-07-14/01-01,Removal of an apartment amplifier in buildings,per device , $	46.87 
Lend Lease,Lend Lease - MWA,MD-01-07-15/01-01,Installation of Building Fibre Distributor (BUDI),Each BFD, $	287.00 
Lend Lease,Lend Lease - MWA,MD-01-07-15/01-02,Installation of Building Fibre Distributor (BUDI) outside working hours,Each BFD, $	373.10 
Lend Lease,Lend Lease - MWA,MD-01-07-16/01-01,Installation of Splitter Distribution Terminal (SDT),Each SDT, $	157.13 
Lend Lease,Lend Lease - MWA,MD-01-07-16/01-02,Installation of Splitter Distribution Terminal (SDT) outside working hours,Each SDT, $	204.27 
Lend Lease,Lend Lease - MWA,MD-01-07-17/01-01,Installation of additional NG4 tray,per device , $	33.85 
Lend Lease,Lend Lease - MWA,MD-01-07-18/01-01,Installation of additional OCM-6 module,per device , $	30.30 
Lend Lease,Lend Lease - MWA,MD-01-07-19/01-01,Installation of additional PCD splice tray,per device , $	25.98 
Lend Lease,Lend Lease - MWA,MD-02-01-01/01-01,Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,Per aerial service drop, $	160.00 
Lend Lease,Lend Lease - MWA,MD-02-01-02/01-01,Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,Each additional Span, $	90.00 
Lend Lease,Lend Lease - MWA,MD-02-01-03/01-01,Extra over rate for supply and installation of an raiser pole on a building.,Each raiser pole installed, $	60.00 
Lend Lease,Lend Lease - MWA,MD-02-01-04/01-01,Installation of service drop sheath underground to a multi dwelling unit,Per service drop, $	95.00 
Lend Lease,Lend Lease - MWA,MD-02-01-05/01-01,Installation of direct service drop sheath underground to a multi dwelling unit,Per direct service drop, $	240.00 
Lend Lease,Lend Lease - MWA,MD-02-01-10/01-01,Extend a developer supplied MDU lead-in starter pipe to the nominated network pit,Per Starter Pipe, $	250.00 
Lend Lease,Lend Lease - MWA,MD-02-02-01/01-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,Per existing copper aerial lead-in replaced. Per Span, $	200.00 
Lend Lease,Lend Lease - MWA,MD-02-02-02/01-01,Installation of aerial copper service drop to a multi dwelling unit,Per aerial copper service drop, $	200.00 
Lend Lease,Lend Lease - MWA,MD-02-02-03/01-01,Installation of non-aerial copper service drop to a multi dwelling unit,Per non-aerial copper service drop, $	100.00 
Lend Lease,Lend Lease - MWA,MD-03-01-01/-01-01,FTTP MDU In-building Cabling (1-10 Premises),Per EUP, $	256.25 
Lend Lease,Lend Lease - MWA,MD-03-01-02/-01-01,FTTP MDU In-building Cabling (11- 30 Premises),Per EUP, $	256.25 
Lend Lease,Lend Lease - MWA,MD-03-01-03/-01-01,FTTP MDU In-building Cabling (31- 60 Premises),Per EUP, $	255.81 
Lend Lease,Lend Lease - MWA,MD-03-01-04/-01-01,FTTP MDU In-building Cabling (61- 100 Premises),Per EUP, $	249.85 
Lend Lease,Lend Lease - MWA,MD-03-01-05/-01-01,FTTP MDU In-building Cabling (101- 150 Premises),Per EUP, $	243.44 
Lend Lease,Lend Lease - MWA,MD-03-01-06/-01-01,FTTP MDU In-building Cabling (151- 200 Premises),Per EUP, $	223.09 
Lend Lease,Lend Lease - MWA,MD-03-01-07/-01-01,FTTP MDU In-building Cabling (200+ Premises),Per EUP, $	219.65 
Lend Lease,Lend Lease - MWA,MD-03-03-01/-01-01,FTTP HMDU In-building Cabling (1-10 Premises),Per EUP, $	126.59 
Lend Lease,Lend Lease - MWA,MD-03-03-02/-01-01,FTTP HMDU In-building Cabling (11- 30 Premises),Per EUP, $	122.37 
Lend Lease,Lend Lease - MWA,MD-03-03-03/-01-01,FTTP HMDU In-building Cabling (31- 60 Premises),Per EUP, $	118.15 
Lend Lease,Lend Lease - MWA,MD-03-03-04/-01-01,FTTP HMDU In-building Cabling (61- 100 Premises),Per EUP, $	113.93 
Lend Lease,Lend Lease - MWA,MD-03-03-05/-01-01,FTTP HMDU In-building Cabling (101- 150 Premises),Per EUP, $	109.71 
Lend Lease,Lend Lease - MWA,MD-03-03-06/-01-01,FTTP HMDU In-building Cabling (151- 200 Premises),Per EUP, $	105.50 
Lend Lease,Lend Lease - MWA,MD-03-03-07/-01-01,FTTP HMDU In-building Cabling (200+ Premises),Per EUP, $	101.28 
Lend Lease,Lend Lease - MWA,PS-01-01-01/01-01,Telecommunications service provider fees,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-02/01-01,Pole make ready works,Cost of pole make ready works,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-03/01-01,Supply and install standard GPO as per design ,Cost of GPO installation,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-04/01-01,Certification and professional services fees associated with activities not otherwise specified in Activity Scope ,"Amount of the fee
",N/A
Lend Lease,Lend Lease - MWA,PS-01-01-05/01-01,Registered Surveyor Works,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-06/01-01,Contaminated Waste Material Removal ,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-07/01-01,Traffic Control - All costs associated with the hire of professional traffic control units,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-08/01-01,Local Authority Charges,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-09/01-01,Council breakout and reinstatement,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-10/01-01,Construction works in building not contained within the Activity Scope,Cost of the works and fees,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-11/01-01,Aerial pole replacement,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-12/01-01,Third party aerial design management fees,Amount of the fee,N/A
Lend Lease,Lend Lease - MWA,PS-01-01-13/01-01,Supply and install electricity connection as per design,Amount of the fee,QUOTE
Lend Lease,Lend Lease - MWA,SD-01-01-01/01-01,"Extra over rate for the supply and install of new lead-in pipe, minimum charge 6 metres route length, by any means",Per linear metre, $	30.00 
Lend Lease,Lend Lease - MWA,SD-01-01-02/01-01,Extra over rate for supply and installation of an raiser pole on a building.,Per raiser pole, $	70.00 
Lend Lease,Lend Lease - MWA,SD-01-01-03/01-01,Supply and install of Y connectors ,Per Y connector , $	105.00 
Lend Lease,Lend Lease - MWA,SD-01-01-04/01-01,Supply and install new lead-in starter pipe,Per Starter Pipe, $	80.00 
Lend Lease,Lend Lease - MWA,SD-01-01-05/01-01,Extra over rate for the supply and install of new lead-in starter pipe greater than 2 meters in length,Per linear metre, $	40.00 
Lend Lease,Lend Lease - MWA,SD-01-02-01/01-01,Extra over rate to repair lead-in conduit,Per repaired lead-in conduit, $	55.00 
Lend Lease,Lend Lease - MWA,SD-02-01-01/01-01,Installation of a single service drop sheath on a single span to a single dwelling unit,Per aerial service drop, $	160.00 
Lend Lease,Lend Lease - MWA,SD-02-01-02/01-01,Extra over rate for additional spans for an aerial service drop to a single dwelling unit,Each additional Span, $	95.00 
Lend Lease,Lend Lease - MWA,SD-02-01-03/01-01,Installation of service drop sheath underground to a single dwelling unit,Per service drop, $	140.00 
Lend Lease,Lend Lease - MWA,SD-02-01-04/01-01,Installation of direct service drop sheath underground to a single dwelling unit,Per direct service drop, $	250.00 
Lend Lease,Lend Lease - MWA,SD-02-02-01/01-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,Per existing copper aerial lead-in replaced. Per Span, $	190.00 
Lend Lease,Lend Lease - MWA,SD-02-02-02/01-01,Installation of aerial copper service drop to a single dwelling unit,Per aerial copper service drop, $	165.00 
Lend Lease,Lend Lease - MWA,SD-02-02-03/01-01,Installation of non-aerial copper service drop to a single dwelling unit,Per non-aerial copper service drop, $	130.00 
Lend Lease,Lend Lease - MWA,SD-02-02-04/01-01,Extra over rate for installation of a new copper drop cable in-span to a single dwelling unit,Per in-span Drop, $	120.00 
Lend Lease,Lend Lease - MWA,TB-01-01-01/01-01,Electrician (inclusive plant and equipment),Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-01/01-02,Electrician (inclusive plant and equipment) – outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-02/01-01,Fibre Technician (inclusive plant and equipment),Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-02/01-02,Fibre Technician (inclusive plant and equipment) – outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-03/01-01,Labourer,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-03/01-02,Labourer - outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-04/01-01,Plant Operator,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-04/01-02,Plant Operator – outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-05/01-01,Advanced pole inspector (inclusive plant and equipment) ,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-05/01-02,Advanced pole inspector (inclusive plant and equipment)  - outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-06/01-01,Telecommunication Technician (inclusive plant and equipment) ,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-06/01-02,Telecommunication Technician  (inclusive plant and equipment) - outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-07/01-01,Designer,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-07/01-02,Designer - outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-08/01-01,Copper Technician (inclusive plant and equipment) ,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-01-01-08/01-02,Copper Technician (inclusive plant and equipment) – outside working hours,Per hour,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-01/01-01,Provision of float charges for the movement of large plant and equipment between work sites,Per km,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-02/01-01,Single-axle tipper truck 5 tonne load,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-03/01-01,EWP truck mounted up to 12m,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-04/01-01,Fully equipped vehicle for electrical technician,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-05/01-01,Fully equipped vehicle for fibre technician,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-06/01-01,Bobcat with 4-in-1 bucket,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-07/01-01,"Backhoe, JCB3CX or equivalent",Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-08/01-01,Excavators up to 10 tonnes,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-09/01-01,Excavators 10 to 15 tonnes,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-10/01-01,Excavators up to 10 tonnes fitted with rock breaker,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-11/01-01,Double-axle tipper truck 9 tonne load,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-12/01-01,Dozer (306 - 400 kw),Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-13/01-01,Scissor Lift,Per Day,N/A
Lend Lease,Lend Lease - MWA,TB-02-02-14/01-01,Vac Truck Hourly Rate,Per Hr,N/A
