Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account
Downer,Downer - ODM,CP-02-02-21,Joint a working cable pair into an existing joint above a 10 pair cable and up to and including a 50 pair cable,Per existing copper joint," $	58.58",,45214
Downer,Downer - ODM,CP-02-02-22,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,Per existing copper joint," $	69.93",,45214
Downer,Downer - ODM,CP-02-02-23,Joint a working cable pair into an existing joint above 100 pair cable,Per existing copper joint," $	92.62",,45214
Downer,Downer - ODM,CP-02-02-24,Insert a 2 pair cable into an existing joint and joint to existing cable,Per 2 pair cable," $	31.49",,45214
Downer,Downer - ODM,CP-02-02-25,Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable,Per Cable inserted," $	275.44",,45214
Downer,Downer - ODM,CP-02-02-26,Locate and rectify a fault in a copper pair,Per Copper Cable," $	61.14",,45214
Downer,Downer - ODM,CP-02-03-01,Removal of existing copper joint,Per existing copper joint," $	22",,45214
Downer,Downer - ODM,CP-02-03-02,Removal of existing aerial copper joint,Per existing copper joint," $	31",,45214
Downer,Downer - ODM,CP-02-03-03,Remove a existing elevated joint,Per existing copper joint," $	41",,45214
Downer,Downer - ODM,CP-02-04-01,Joint sealing maintenance task (add Dexbond 10B Sealant),Per existing copper joint," $	53.59",,45214
Downer,Downer - ODM,CP-02-04-02,Replace joint lid  clamp  or Support Bar   (HSOJ or Dexgreen Joint),Per existing copper joint," $	38.8",,45214
Downer,Downer - ODM,CP-02-04-03,Replace or install 2-5pr Snap Enclosure,Per existing copper joint," $	34.35",,45214
Downer,Downer - ODM,CP-02-04-04,Replace or install 10pr Snap Enclosure,Per existing copper joint," $	82.16",,45214
Downer,Downer - ODM,CP-02-04-05,Replace connectors in an openable joint,Per existing copper joint," $	53.59",,45214
Downer,Downer - ODM,CP-02-04-06,Replace Bandit Strap,Per existing copper joint," $	33.86",,45214
Downer,Downer - ODM,CP-03-01-01,Removal of a pair gain system,Per pair gain system," $	175.22",,45214
Downer,Downer - ODM,CP-03-01-02,Migration of an existing service from a pair gain system to a dedicated copper circuit,Per existing service," $	75",,45214
Downer,Downer - ODM,CP-03-01-03,Single service active migration in a CSD including service jumpering in the pillar,Per service," $	74.65",,45214
Downer,Downer - ODM,CP-03-01-04,Removal of existing line conditioning equipment,Per existing line conditioning equipment," $	144",,45214
Downer,Downer - ODM,CP-03-01-05,Removal of an existing bridge tap,Per existing bridge tap," $	144.48",,45214
Downer,Downer - ODM,CP-03-01-06,Install earth bonding cable between cable sections,Per linear metre," $	50",,45214
Downer,Downer - ODM,CP-03-01-10,Multiple services pre-validation for migration at any location,Per existing service," $	70",,45214
Downer,Downer - ODM,CP-05-01-01,Installation of service jumpering in an Exchange,Per Service," $	40.27",,45214
Downer,Downer - ODM,CP-05-01-02,Existing service transfer jumpering in an MDF and termination end point,Per existing service," $	54.18",,45214
Downer,Downer - ODM,CP-05-02-01,Installation of service jumpering in a cross connect unit for the first service jumpered,Per Service," $	62.96",,45214
Downer,Downer - ODM,CP-05-02-02,Extra over service Jumpering in a cross connect unit,Per Service," $	10.3",,45214
Downer,Downer - ODM,EA-01-01-01,Copper performance line testing,Per cable pair," $	63.52",,45214
Downer,Downer - ODM,EA-01-01-02,Line Testing Vacant Pairs,Per cable pair," $	18.28",,45214
Downer,Downer - ODM,HF-01-01-01,Installation of aerial bridger amplifier in new network,Per bridger amplifier," $	220",,45214
Downer,Downer - ODM,HF-01-01-02,Installation of aerial bridger amplifier in existing network,Per bridger amplifier," $	200",,45214
Downer,Downer - ODM,HF-01-01-03,Installation of aerial line-extender amplifier in new network,"Per line- extender
amplifier"," $	156.21",,45214
Downer,Downer - ODM,HF-01-01-04,Installation of aerial line-extender amplifier to existing network,Per line- extender amplifier," $	139.09",,45214
Downer,Downer - ODM,HF-01-01-05,Installation of aerial directional coupler  network splitter  line equaliser or line power inserter in new network,Per coupler or network splitter or line power inserter," $	70.56",,45214
Downer,Downer - ODM,HF-01-01-06,Installation of aerial mounted directional coupler  network splitter  line equaliser or line power inserter in existing network,Per coupler or network splitter or line power inserter," $	87.69",,45214
Downer,Downer - ODM,HF-01-01-07,Installation of aerial line power supply in new network,Per line power supply," $	538",,45214
Downer,Downer - ODM,HF-01-01-08,Installation of aerial line power supply in existing network,Per line power supply," $	538",,45214
Downer,Downer - ODM,HF-01-01-09,Installation of pedestal mounted line power supply in new network,Per line power supply," $	215.29",,45214
Downer,Downer - ODM,HF-01-01-10,Installation of pedestal mounted line power supply in existing network,Per line power supply," $	367",,45214
Downer,Downer - ODM,HF-01-01-11,Installation of aerial tap in new network,Per tap," $	59.16",,45214
Downer,Downer - ODM,HF-01-01-12,Installation of aerial tap in existing network,Per tap," $	26.5",,45214
Downer,Downer - ODM,HF-01-01-13,Installation of aerial mounted power blocker in existing network,per device," $	27.84",,45214
Downer,Downer - ODM,HF-01-01-14,Installation of aerial RF splice in existing network,Per Splice," $	40.23",,45214
Downer,Downer - ODM,HF-01-01-15,"Installation of an earth to an existing aerial active
device where no earth has been provided or is unserviceable",Per device," $	126.32",,45214
Downer,Downer - ODM,HF-01-01-16,Installation of tie-cabling from PCD to wall plate,Per wall plate," $	40.26",,45214
Downer,Downer - ODM,HF-01-02-04,Replacement of aerial tap face plate in the existing network,Per face plate," $	66.68",,45214
Downer,Downer - ODM,HF-01-02-05,Replacement of existing PCD with a lock box,Per PCD," $	35",,45214
Downer,Downer - ODM,HF-01-03-01,Removal of aerial bridger amplifier or aerial line extender amplifier in existing network,Per device," $	117.59",,45214
Downer,Downer - ODM,HF-01-03-02,Removal of aerial coupler or aerial network splitter in existing network,Per device," $	67.3",,45214
Downer,Downer - ODM,HF-01-03-03,Removal of aerial tap in existing network,Per tap," $	21.75",,45214
Downer,Downer - ODM,HF-01-03-04,Removal of aerial terminator in existing network,Per terminator," $	21.75",,45214
Downer,Downer - ODM,HF-01-03-05,Removal of aerial power blocker in existing network,per device," $	41.65",,45214
Downer,Downer - ODM,HF-01-03-06,"Removal of existing aerial line power supply  line power inserter and pedestal housing in existing
network",Per pedestal housing," $	389.25",,45214
Downer,Downer - ODM,HF-02-01-01,Installation of non-aerial bridger amplifier in new network,Per bridge amplifier," $	150",,45214
Downer,Downer - ODM,HF-02-01-02,Installation of non-aerial bridger amplifier in existing network,Per bridge amplifier," $	200",,45214
Downer,Downer - ODM,HF-02-01-03,Installation of non-aerial line-extender amplifier in new network,Per line- extender amplifier," $	150",,45214
Downer,Downer - ODM,HF-02-01-04,Installation of non-aerial line-extender amplifier to existing network,Per line- extender amplifier," $	200",,45214
Downer,Downer - ODM,HF-02-01-05,Installation of non-aerial directional coupler  network splitter  line equaliser or line power inserter in new network,Per coupler or network splitter or line power inserter," $	44.1",,45214
Downer,Downer - ODM,HF-02-01-06,Installation of non-aerial directional coupler  network splitter  line equaliser or line power inserter in existing network,Per coupler or network splitter or line power inserter," $	32.72",,45214
Downer,Downer - ODM,HF-02-01-07,Installation of non-aerial mounted tap in new network,Per tap," $	52.5",,45214
Downer,Downer - ODM,HF-02-01-08,Installation of non-aerial tap in existing network,Per tap," $	94.5",,45214
Downer,Downer - ODM,HF-02-01-09,Supply and install optical patch cable within HDODF,Per patch cable," $	33",,45214
Downer,Downer - ODM,HF-02-01-11,Installation of non-aerial power blocker in existing network,per device," $	24.56",,45214
Downer,Downer - ODM,HF-02-01-12,Installation of non-aerial RF splice in existing network,Per Splice," $	45",,45214
Downer,Downer - ODM,HF-02-01-13,Installation of power blocker in conjunction with the installation of a new device in either aerial or non- aerial environment in new network,per device," $	11.45",,45214
Downer,Downer - ODM,HF-02-01-14,Installation of an earth to an existing non aerial active device where no earth has been provided,Per device," $	129.63",,45214
Downer,Downer - ODM,HF-02-02-03,Replacement of non-aerial tap face plate in the existing network,Per face plate," $	36.36",,45214
Downer,Downer - ODM,HF-02-02-04,Installation of an earth to an existing non aerial active device where the existing earth is unserviceable,Per earth," $	129.63",,45214
Downer,Downer - ODM,HF-02-03-01,Removal of non-aerial bridger amplifier or non-aerial line extender amplifier in existing network,"Per non-aerial bridger amplifier or non-aerial line extender
amplifier device"," $	68.91",,45214
Downer,Downer - ODM,HF-02-03-02,Removal of non-aerial coupler or non-aerial network splitter in existing network,Per device," $	42.7",,45214
Downer,Downer - ODM,HF-02-03-03,Removal of non-aerial tap in existing network,Per tap," $	32.5",,45214
Downer,Downer - ODM,HF-02-03-04,Removal of non-aerial terminator in existing network,Per terminator," $	17.58",,45214
Downer,Downer - ODM,HF-02-03-05,Removal of non aerial power blocker in existing network,per device," $	27.84",,45214
Downer,Downer - ODM,HF-02-03-06,Removal of existing  line power supply  line power inserter and pedestal housing in existing network,Per pedestal housing," $	389.25",,45214
Downer,Downer - ODM,HF-03-01-01,Proof of performance testing,per device," $	70",,45214
Downer,Downer - ODM,HF-03-01-02,Return path noise testing of an optical node in the existing network,Per optical node," $	123.54",,45214
Downer,Downer - ODM,HF-03-02-01,Alignment of aerial HFC active equipment,Per HFC active equipment," $	302.5",,45214
Downer,Downer - ODM,HF-03-02-02,Alignment of non-aerial HFC active equipment,Per HFC active equipment," $	150",,45214
Downer,Downer - ODM,HF-03-02-04,Reconfigure output of aerial directional coupler or aerial network splitter in an existing network,per device," $	95",,45214
Downer,Downer - ODM,HF-03-02-05,Reconfigure output non-aerial directional coupler or network splitter in existing network,per device," $	19",,45214
Downer,Downer - ODM,HF-04-01-01,Earthing of catenary wire,Per earth," $	125",,45214
Downer,Downer - ODM,FC-01-01-03,Installation and commissioning of a wall mounted DPU terminal device,Per DPU," $	65.5",,45214
Downer,Downer - ODM,FC-01-01-10,Installation and commissioning of an aerial DPU terminal device,Per DPU," $	90",,45214
Downer,Downer - ODM,FC-01-01-11,Installation and commissioning of a non-aerial DPU terminal device,Per DPU," $	50",,45214
Downer,Downer - ODM,FC-01-01-12,Removal of existing DPU,Per DPU," $	35",,45214
Downer,Downer - ODM,FC-02-01-05,Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead extension," $	74.38",,45214
Downer,Downer - ODM,FC-02-01-06,Supply and installation of DPU copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead extension," $	97.46",,45214
Downer,Downer - ODM,FC-02-01-07,Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead extension," $	108.58",,45214
Downer,Downer - ODM,FC-02-01-12,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead high twist extension," $	65",,45214
Downer,Downer - ODM,FC-02-01-13,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,"Per DPU copper lead high twist
extension"," $	149.65",,45214
Downer,Downer - ODM,FC-02-02-01,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,Per aerial DPU copper lead jointed," $	57.09",,45214
Downer,Downer - ODM,FC-02-02-02,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure,Per DPU copper lead high twist extension," $	102.49",,45214
Downer,Downer - ODM,FC-02-02-03,Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint enclosure,Per replaced enclosure," $	94",,45214
Downer,Downer - ODM,FC-02-02-04,Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint enclosures,Per copper tie cable," $	134.57",,45214
Downer,Downer - ODM,FC-02-03-01,Installation of a new non-aerial openable joint enclosure,Per new non- aerial openable joint enclosure," $	55",,45214
Downer,Downer - ODM,FC-02-03-02,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,Per DPU copper lead jointed," $	19",,45214
Downer,Downer - ODM,FC-02-03-03,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,Per DPU copper lead jointed," $	24",,45214
Downer,Downer - ODM,FC-02-03-04,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead high twist extension," $	125.9",,45214
Downer,Downer - ODM,FC-02-03-05,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial openable joint enclosure,Per DPU copper lead high twist extension," $	135.92",,45214
Downer,Downer - ODM,FC-02-03-06,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,Per 2pair loop," $	63.31",,45214
Downer,Downer - ODM,FC-03-01-01,Existing copper drop sheath validation,"Per existing copper drop
sheath validated"," $	20",,45214
Downer,Downer - ODM,FC-03-01-02,Existing Copper drop sheath validation for Serviceability for Missed Lead-ins,Per existing copper drop sheath validated," $	75.13",,45214
Downer,Downer - ODM,MD-01-01-01,Supply & Installation of catenary wire system in buildings,Per linear metre," $	11.7",,45214
Downer,Downer - ODM,MD-01-01-01-AH,Supply & Installation of catenary wire system in buildings outside working hours,Per linear metre," $	15",,45214
Downer,Downer - ODM,MD-01-01-02,Supply & Installation of cable tray in buildings,Per linear metre," $	54.42",,45214
Downer,Downer - ODM,MD-01-01-02-AH,Supply & Installation of cable tray in buildings outside working hours,Per linear metre," $	70",,45214
Downer,Downer - ODM,MD-01-01-03,Supply and installation of ducting <30mm width,Per linear metre," $	17",,45214
Downer,Downer - ODM,MD-01-01-03-AH,Supply and installation of ducting <30mm width outside working hours,Per linear metre," $	22.1",,45214
Downer,Downer - ODM,MD-01-01-04,Supply and installation of ducting >30mm width,Per linear metre," $	31.5",,45214
Downer,Downer - ODM,MD-01-01-04-AH,Supply and installation of ducting >30mm width outside working hours,Per linear metre," $	40.95",,45214
Downer,Downer - ODM,MD-01-01-05,Supply and installation of conduit,Per linear metre," $	16",,45214
Downer,Downer - ODM,MD-01-01-05-AH,Supply and installation of conduit outside working hours,Per linear metre," $	22.02",,45214
Downer,Downer - ODM,MD-01-01-06,Installation of One Pass Fibre Pathway in buildings,Per linear metre," $	14.52",,45214
Downer,Downer - ODM,MD-01-01-06-AH,Installation of One Pass Fibre Pathway in buildings outside working hours,Per linear metre," $	18.88",,45214
Downer,Downer - ODM,MD-01-01-07,Connecting One Pass Fibre Pathway to ICD or PCD,Each ICD or PCD," $	20.94",,45214
Downer,Downer - ODM,MD-01-01-07-AH,Connecting One Pass Fibre Pathway to ICD or PCD outside working hours,Each ICD or PCD," $	27.22",,45214
Downer,Downer - ODM,MD-01-07-01,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings,"Each FCD FDT
or CTL"," $	97.08",,45214
Downer,Downer - ODM,MD-01-07-01-AH,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings outside working hours,"Each FCD FDT
or CTL"," $	126.2",,45214
Downer,Downer - ODM,MD-01-07-02,Installation of Premises Distribution Hub (PDH),Each PDH," $	86.09",,45214
Downer,Downer - ODM,MD-01-07-02-AH,Installation of Premises Distribution Hub (PDH) outside working hours,Each PDH," $	111.92",,45214
Downer,Downer - ODM,MD-01-07-03,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),Each ICD or PCD," $	37",,45214
Downer,Downer - ODM,MD-01-07-03-AH,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD) outside working hours,Each ICD or PCD," $	48.1",,45214
Downer,Downer - ODM,MD-01-07-04,Installation of a fibre wall outlet,Per outlet," $	32.25",,45214
Downer,Downer - ODM,MD-01-07-04-AH,Installation of a fibre wall outlet outside working hours,Per outlet," $	41.93",,45214
Downer,Downer - ODM,MD-01-07-06,Installation of apartment amplifier in buildings,Per amplifier," $	36.82",,45214
Downer,Downer - ODM,MD-01-07-07,Installation of MDU security enclosure,"Per MDU
security enclosure"," $	50",,45214
Downer,Downer - ODM,MD-01-07-08,Installation of tap in buildings,Per tap," $	45",,45214
Downer,Downer - ODM,MD-01-07-09,Installation of directional coupler or splitter in buildings,Per directional coupler or splitter," $	23.82",,45214
Downer,Downer - ODM,MD-01-07-10,Extra over rate for the Installation of an isolator in buildings,Per Isolator," $	30.56",,45214
Downer,Downer - ODM,MD-01-07-11,Replacement of tap in buildings,Per Tap," $	45",,45214
Downer,Downer - ODM,MD-01-07-12,Replacement of tap faceplate in buildings,Per face plate," $	40",,45214
Downer,Downer - ODM,MD-01-07-13,Removal of tap  isolator  directional coupler or splitter in buildings only,Per device," $	55",,45214
Downer,Downer - ODM,MD-01-07-14,Removal of an apartment amplifier in buildings,per device," $	79",,45214
Downer,Downer - ODM,MD-01-07-15,Installation of Building Fibre Distributor (BUDI),Each BFD," $	104.75",,45214
Downer,Downer - ODM,MD-01-07-15-AH,Installation of Building Fibre Distributor (BUDI) outside working hours,Each BFD," $	156.59",,45214
Downer,Downer - ODM,MD-01-07-16,Installation of Splitter Distribution Terminal (SDT),Each SDT," $	37.71",,45214
Downer,Downer - ODM,MD-01-07-16-AH,Installation of Splitter Distribution Terminal (SDT) outside working hours,Each SDT," $	56.15",,45214
Downer,Downer - ODM,MD-01-07-17,Installation of additional NG4 tray,per device," $	21.65",,45214
Downer,Downer - ODM,MD-01-07-18,Installation of additional OCM-6 module,per device," $	42.59",,45214
Downer,Downer - ODM,MD-01-07-19,Installation of additional PCD splice tray,per device," $	32.82",,45214
Downer,Downer - ODM,MD-01-08-01,Provide a wall penetration in brick or concrete wall only,Each wall penetration," $	67.67",,45214
Downer,Downer - ODM,MD-01-08-01-AH,Provide a wall penetration in brick or concrete wall only outside working hours,Each wall penetration," $	87.97",,45214
Downer,Downer - ODM,MD-01-08-02,Provide a wall penetration in a plasterboard wall only,Each wall penetration," $	8.25",,45214
Downer,Downer - ODM,MD-01-08-02-AH,Provide a wall penetration in a plasterboard wall only outside working hours,Each wall penetration," $	10.73",,45214
Downer,Downer - ODM,MD-01-08-03,Provide a floor penetration above 50mm diameter,Each floor penetration," $	362",,45214
Downer,Downer - ODM,MD-01-08-03-AH,Provide a floor penetration above 50mm diameter outside working hours,Each floor penetration," $	470.6",,45214
Downer,Downer - ODM,MD-01-08-04,Provide a floor penetration up to and including 50mm diameter,Each floor penetration," $	71.28",,45214
Downer,Downer - ODM,MD-01-08-04-AH,Provide a floor penetration up to and including 50mm diameter outside working hours,Each floor penetration," $	92.66",,45214
Downer,Downer - ODM,MD-01-08-05,Supply and installation of appropriate fire stopping method as required,Per Penetration," $	42",,45214
Downer,Downer - ODM,MD-01-08-05-AH,Supply and installation of appropriate fire stopping method as required outside working hours,Per Penetration," $	54.6",,45214
Downer,Downer - ODM,MD-02-01-01,Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,Per aerial service drop," $	213.05",,45214
Downer,Downer - ODM,MD-02-01-02,Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,Each additional Span," $	45.63",,45214
Downer,Downer - ODM,MD-02-01-03,Extra over rate for supply and installation of an raiser pole on a building.,Each raiser pole installed," $	96.03",,45214
Downer,Downer - ODM,MD-02-01-04,Installation of service drop sheath underground to a multi dwelling unit,Per service drop," $	165.25",,45214
Downer,Downer - ODM,MD-02-01-05,Installation of direct service drop sheath underground to a multi dwelling unit,Per direct service drop," $	287.95",,45214
Downer,Downer - ODM,MD-02-01-10,Extend a developer supplied MDU lead-in starter pipe to the nominated network pit,Per Starter Pipe," $	168.7",,45214
Downer,Downer - ODM,MD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,"Per existing copper aerial lead-in replaced. Per
Span"," $	165.26",,45214
Downer,Downer - ODM,MD-02-02-02,Installation of aerial copper service drop to a multi dwelling unit,Per aerial copper service drop," $	161.46",,45214
Downer,Downer - ODM,MD-02-02-03,Installation of non-aerial copper service drop to a multi dwelling unit,Per non-aerial copper service drop," $	112.44",,45214
Downer,Downer - ODM,MD-02-03-01,Installation of a coaxial drop cable on a single span to a multi dwelling unit,Per aerial service drop," $	140",,45214
Downer,Downer - ODM,MD-02-03-02,Extra over rate for installation of a new coaxial drop cable in-span to a multi dwelling unit,Per in-span Drop," $	70",,45214
Downer,Downer - ODM,MD-02-03-03,Extra over rate for additional spans for a aerial coaxial service drop to a multi dwelling unit,Each additional Span," $	121.44",,45214
Downer,Downer - ODM,MD-02-03-04,Installation of non-aerial coaxial service drop to a multi dwelling unit,Per coaxial service drop," $	131.68",,45214
Downer,Downer - ODM,MD-02-03-05,Extra over for supply and Installation of rooftop raiser on a building,Per raiser pole installed," $	90",,45214
Downer,Downer - ODM,SD-01-01-01,Extra over rate for the supply and install of new lead- in pipe  minimum charge 6 metres route length  by any means,Per linear metre," $	32.86",,45214
Downer,Downer - ODM,SD-01-01-02,Extra over rate for supply and installation of an raiser pole on a building.,Per raiser pole," $	125",,45214
Downer,Downer - ODM,SD-01-01-03,Supply and install of Y connectors,Per Y connector," $	75.29",,45214
Downer,Downer - ODM,SD-01-01-04,Supply and install new lead-in starter pipe,Per Starter Pipe," $	150",,45214
Downer,Downer - ODM,SD-01-01-05,Extra over rate for the supply and install of new lead- in starter pipe greater than 2 meters in length,Per linear metre," $	37.09",,45214
Downer,Downer - ODM,SD-01-02-01,Extra over rate to repair lead-in conduit,Per repaired lead-in conduit," $	71.21",,45214
Downer,Downer - ODM,SD-02-01-01,Installation of a single service drop sheath on a single span to a single dwelling unit,Per aerial service drop," $	213.05",,45214
Downer,Downer - ODM,SD-02-01-02,Extra over rate for additional spans for an aerial service drop to a single dwelling unit,Each additional Span," $	45.63",,45214
Downer,Downer - ODM,SD-02-01-03,Installation of service drop sheath underground to a single dwelling unit,Per service drop," $	165.25",,45214
Downer,Downer - ODM,SD-02-01-04,Installation of direct service drop sheath underground to a single dwelling unit,Per direct service drop," $	287.95",,45214
Downer,Downer - ODM,SD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a single dwelling unit,"Per existing copper aerial lead-in
replaced. Per Span"," $	121.89",,45214
Downer,Downer - ODM,SD-02-02-02,Installation of aerial copper service drop to a single dwelling unit,Per aerial copper service drop," $	120",,45214
Downer,Downer - ODM,SD-02-02-03,Installation of non-aerial copper service drop to a single dwelling unit,Per non-aerial copper service drop," $	89.57",,45214
Downer,Downer - ODM,SD-02-02-04,Extra over rate for installation of a new copper drop cable in-span to a single dwelling unit,Per in-span Drop," $	105",,45214
Downer,Downer - ODM,SD-02-03-01,Installation of a coaxial drop cable on a single span to a single dwelling unit,Per aerial service drop," $	140",,45214
Downer,Downer - ODM,SD-02-03-02,Extra over rate for installation of a new coaxial drop cable in-span to a single dwelling unit,Per in-span Drop," $	71.54",,45214
Downer,Downer - ODM,SD-02-03-03,Extra over rate for additional spans for a aerial coaxial service drop to a single dwelling unit,Each additional Span," $	164.5",,45214
Downer,Downer - ODM,SD-02-03-04,Installation of non-aerial coaxial service drop to a single dwelling unit,Per coaxial service drop," $	115",,45214
Downer,Downer - ODM,CC-01-01-01,Installation  commissioning and integration of a Enterprise Ethernet B-NTD in a wall mounted environment,Per B-NTD," $	141.7",,45214
Downer,Downer - ODM,CC-01-01-02,Installation  commissioning and integration of a Enterprise Ethernet B-NTD in a rack mounted environment,Per B-NTD," $	145",,45214
Downer,Downer - ODM,CC-01-01-03,Installation  commissioning and activation of a GPON B-NTD in a wall mounted environment,Per B-NTD," $	125",,45214
Downer,Downer - ODM,CC-01-01-04,Installation  commissioning and activation of a GPON B-NTD in a rack mounted environment,Per B-NTD," $	125",,45214
Downer,Downer - ODM,CC-01-01-05,Installation of battery back-up unit in conjunction with BNTD installation,Per Battery Backup Device," $	25.44",,45214
Downer,Downer - ODM,CC-01-01-06,Installation of a Fibre TV Receiver (TVR) co-located with an NTD,Per device," $	9.1",,45214
Downer,Downer - ODM,CC-01-02-01,Installation  commissioning and integration of a R- NTD in a wall mounted environment,Per device," $	134.24",,45214
Downer,Downer - ODM,CC-01-02-02,Installation  commissioning and integration of a R- NTD in a rack mounted environment,Per device," $	130.77",,45214
Downer,Downer - ODM,CC-01-02-03,Internal wiring from exterior termination outlet enclosure to internal wall plate/TO,Per wall plate," $	60.49",,45214
Downer,Downer - ODM,CC-02-01-01,Replace existing lead in termination enclosure,Per enclosure," $	43.45",,45214
Downer,Downer - ODM,CC-03-01-01,Remove existing aerial lead in equipment from lead- in termination enclosure to NTD,Per NTD," $	61",,45214
Downer,Downer - ODM,CC-03-01-02,Remove existing non-aerial lead in equipment from lead-in termination enclosure to NTD,Per NTD," $	50",,45214
Downer,Downer - ODM,CF-02-02-1TT,1 x Tech in a truck,Per KM," $	0.94",,45214
Downer,Downer - ODM,CF-02-02-1TU,1 x Tech in a van (UTE),Per KM," $	0.86",,45214
Downer,Downer - ODM,CF-02-02-2TT,2 x Tech in a truck,Per KM," $	1.44",,45214
Downer,Downer - ODM,CF-02-02-2TU,2 x Tech in a van (UTE),Per KM," $	1.38",,45214
Downer,Downer - ODM,CF-03-02-01,"LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 2
(Submit Quote to Downer for Approval - No. of crew x days)",Per Night / Per Person," $	160",,45214
Downer,Downer - ODM,CF-03-02-02,"LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 3
(Submit Quote to Downer for Approval - No. of crew x days)",Per Night / Per Person," $	160",,45214
Downer,Downer - ODM,CF-03-02-03,"LAFHA for Planning and Design or Construction Works for a Work Order located in Zone 4
(Submit Quote to Downer for Approval - No. of crew x days)",Per Night / Per Person," $	160",,45214
Downer,Downer - ODM,TB-01-03-01,Electrician (inclusive plant and equipment),Per hour," $	72",,45214
Downer,Downer - ODM,TB-01-03-01-AH,Electrician (inclusive plant and equipment) – outside working hours,Per hour," $	93.6",,45214
Downer,Downer - ODM,TB-01-03-02,Fibre Technician (inclusive plant and equipment),Per hour," $	70",,45214
Downer,Downer - ODM,TB-01-03-02-AH,Fibre Technician (inclusive plant and equipment) – outside working hours,Per hour," $	91",,45214
Downer,Downer - ODM,TB-01-03-03,Labourer,Per hour," $	38.5",,45214
Downer,Downer - ODM,TB-01-03-03-AH,Labourer - outside working hours,Per hour," $	50.7",,45214
Downer,Downer - ODM,TB-01-03-04,Plant Operator,Per hour," $	45",,45214
Downer,Downer - ODM,TB-01-03-04-AH,Plant Operator – outside working hours,Per hour," $	58.5",,45214
Downer,Downer - ODM,TB-01-03-05,Advanced pole inspector (inclusive plant and equipment),Per hour," $	63",,45214
Downer,Downer - ODM,TB-01-03-05-AH,Advanced pole inspector (inclusive plant and equipment)  - outside working hours,Per hour," $	81.9",,45214
Downer,Downer - ODM,TB-01-03-06,Telecommunication Technician (inclusive plant and equipment),Per hour," $	70",,45214
Downer,Downer - ODM,TB-01-03-06-AH,Telecommunication Technician (inclusive plant and equipment) - outside working hours,Per hour," $	91",,45214
Downer,Downer - ODM,TB-01-03-07,Designer,Per hour," $	75",,45214
Downer,Downer - ODM,TB-01-03-07-AH,Designer - outside working hours,Per hour," $	97.5",,45214
Downer,Downer - ODM,TB-01-03-08,Copper Technician (inclusive plant and equipment),Per hour," $	88.4",,45214
Downer,Downer - ODM,TB-01-03-08-AH,Copper Technician (inclusive plant and equipment) – outside working hours,Per hour," $	88.4",,45214
Downer,Downer - ODM,TB-02-02-01,Provision of float charges for the movement of large plant and equipment between work sites,Per km," $	5.5",,45214
Downer,Downer - ODM,TB-02-02-02,Single-axle tipper truck 5 tonne load,Per Day," $	313",,45214
Downer,Downer - ODM,TB-02-02-03,EWP truck mounted up to 12m,Per Day," $	660",,45214
Downer,Downer - ODM,TB-02-02-04,Fully equipped vehicle for electrical technician,Per Day," $	128.61",,45214
Downer,Downer - ODM,TB-02-02-05,Fully equipped vehicle for fibre technician,Per Day," $	159.12",,45214
