Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account,
Decon,Decon - MWA,FB-01-02-07B,Prepare a loose tube fibre cable sheath of 144 fibres to be connected to fibre joint enclosures,Per cable sheath, $	105.00 ,Prepare a loose tube fibre cable sheath of 144 fibres to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-08,Prepare a loose tube 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath, $	75.00 ,Prepare a loose tube 12 fibre cable to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-09,Prepare a loose tube Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath, $	19.00 ,Prepare a loose tube Single fibre cable sheath to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-03-01,Re-entry into a fibre joint enclosure,Per fibre joint enclosure, $	90.00 ,Re-entry into a fibre joint enclosure,45402,
Decon,Decon - MWA,FB-01-04-01,Installation of splitter within existing FDH / PDH cabinet,Per splitter, $	21.00 ,Installation of splitter within existing FDH / PDH cabinet,45402,
Decon,Decon - MWA,FB-01-04-02,Installation of splitter within an existing BJL enclosure,Per splitter, $	38.00 ,Installation of splitter within an existing BJL enclosure,45402,
Decon,Decon - MWA,FB-01-04-03,Installation of splitter within an existing FJL enclosure,Per splitter, $	38.00 ,Installation of splitter within an existing FJL enclosure,45402,
Decon,Decon - MWA,FB-01-04-04,Installation of a splitter card output fibres to LFN ports within and existing FDH cabinet,Per Fibre, $	1.56 ,Installation of a splitter card output fibres to LFN ports within and existing FDH cabinet,45402,
Decon,Decon - MWA,FB-01-04-05,Installation of a Fibre TV Splitter (TVS) within an FDH Cabinet,Per device, $	26.00 ,Installation of a Fibre TV Splitter (TVS) within an FDH Cabinet,45402,
Decon,Decon - MWA,FB-01-04-06,Installation of a Fibre TV Splitter within a PDH enclosure,Per device, $	27.00 ,Installation of a Fibre TV Splitter within a PDH enclosure,45402,
Decon,Decon - MWA,FB-02-01-01,Installation of multiport or splitter multiport in underground pit or manhole,Per multiport, $	34.40 ,Installation of multiport or splitter multiport in underground pit or manhole,45402,
Decon,Decon - MWA,FB-02-01-02,Installation of multiport or splitter multiport on any pole,Per multiport, $	95.00 ,Installation of multiport or splitter multiport on any pole,45402,
Decon,Decon - MWA,FB-02-01-03,Replacement or Upgrade of existing splitter multiport in underground pit or manhole,Per multiport, $	34.40 ,Replacement or Upgrade of existing splitter multiport in underground pit or manhole,45402,
Decon,Decon - MWA,FB-02-01-04,Replacement or Upgrade of existing splitter multiport on any pole,Per multiport, $	110.32 ,Replacement or Upgrade of existing splitter multiport on any pole,45402,
Decon,Decon - MWA,FB-03-01-01,Splicing of optic fibre ribbons,Per Ribbon Splice, $	17.40 ,Splicing of optic fibre ribbons,45402,
Decon,Decon - MWA,FB-03-01-02,Splicing of single fibre,Per Fibre Splice, $	16.00 ,Splicing of single fibre,45402,
Decon,Decon - MWA,FB-03-01-03,Splicing of loose tube fibre,Per Fibre Splice, $	12.00 ,Splicing of loose tube fibre,45402,
Decon,Decon - MWA,FB-03-01-04,De ribbonise 12 fibre ribbon,Per ribbon, $	7.50 ,De ribbonise 12 fibre ribbon,45402,
Decon,Decon - MWA,FB-04-02-01,Uni-directional OTDR Testing to the first fibre tested,Per fibre, $	26.50 ,Uni-directional OTDR Testing to the first fibre tested,45402,
Decon,Decon - MWA,FB-04-02-02,Extra over for additional Uni-directional OTDR Testing,Per fibre, $	15.00 ,Extra over for additional Uni-directional OTDR Testing,45402,
Decon,Decon - MWA,FB-04-02-03,Point to point DFL OTDR test to the first fibre tested,Per fibre, $	26.50 ,Point to point DFL OTDR test to the first fibre tested,45402,
Decon,Decon - MWA,FB-04-02-04,Extra over for additional Point to point DFL OTDR test,Per fibre, $	15.00 ,Extra over for additional Point to point DFL OTDR test,45402,
Decon,Decon - MWA,FB-04-02-05,Insertion loss testing to the first fibre tested,Per fibre, $	13.55 ,Insertion loss testing to the first fibre tested,45402,
Decon,Decon - MWA,FB-04-02-06,Extra over for additional Insertion loss testing,Per fibre, $	13.55 ,Extra over for additional Insertion loss testing,45402,
Decon,Decon - MWA,FB-04-02-07,Extra over rate for LFN / MTLFN insertion loss testing to the PCD,Per fibre, $	13.55 ,Extra over rate for LFN / MTLFN insertion loss testing to the PCD,45402,
Decon,Decon - MWA,FB-04-02-08,PON Power Meter Test,Per fibre, $	19.00 ,PON Power Meter Test,45402,
Decon,Decon - MWA,FB-04-02-09,End to end connectivity testing to the GPON NTD at customer premises,Per fibre, $	21.00 ,End to end connectivity testing to the GPON NTD at customer premises,45402,
Decon,Decon - MWA,FB-04-02-10,End to end connectivity testing to SASK NTD at customer premises,Per fibre, $	23.00 ,End to end connectivity testing to SASK NTD at customer premises,45402,
Decon,Decon - MWA,FB-05-02-01,Installation of a 12/24 way fibre patch panel within a customer premise environment,Per patch panel, $	145.00 ,Installation of a 12/24 way fibre patch panel within a customer premise environment,45402,
Decon,Decon - MWA,FB-05-02-04,Installation of a 24 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	145.00 ,Installation of a 24 way HDODF patch panel within a HDODF or equivalent environment,45402,
Decon,Decon - MWA,FB-05-02-05,Installation of a 72 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	165.00 ,Installation of a 72 way HDODF patch panel within a HDODF or equivalent environment,45402,
Decon,Decon - MWA,FB-05-02-06,Installation of a 144 way HDODF patch panel within a HDODF or equivalent environment,Per patch panel, $	185.00 ,Installation of a 144 way HDODF patch panel within a HDODF or equivalent environment,45402,
Decon,Decon - MWA,FB-05-03-01,Prepare and splice of a 12 fibre sheath within a customer premises environment,Per cable sheath, $	45.45 ,Prepare and splice of a 12 fibre sheath within a customer premises environment,45402,
Decon,Decon - MWA,FB-05-03-02,Prepare and splice of a single fibre in a PIC cable,Per Fibre, $	21.00 ,Prepare and splice of a single fibre in a PIC cable,45402,
Decon,Decon - MWA,FB-05-03-03,Supply and install patching cable within a HDODF or equivalent environment,Per patching cable, $	29.50 ,Supply and install patching cable within a HDODF or equivalent environment,45402,
Decon,Decon - MWA,FB-05-03-06A,Prepare and splice a fibre cable sheath of 288 fibres to be connected within a HDODF environment,Per cable sheath, $	600.00 ,Prepare and splice a fibre cable sheath of 288 fibres to be connected within a HDODF environment,45402,
Decon,Decon - MWA,FB-05-03-06B,Prepare and splice a fibre cable sheath of 576 fibres to be connected within a HDODF environment,Per cable sheath, $	900.00 ,Prepare and splice a fibre cable sheath of 576 fibres to be connected within a HDODF environment,45402,
Decon,Decon - MWA,FB-05-03-07A,Prepare and splice a fibre cable sheath of 72 fibres within a HDODF environment,Per cable sheath, $	187.00 ,Prepare and splice a fibre cable sheath of 72 fibres within a HDODF environment,45402,
Decon,Decon - MWA,FB-05-03-07B,Prepare and splice a fibre cable sheath of 144 fibres within a HDODF environment,Per cable sheath, $	375.00 ,Prepare and splice a fibre cable sheath of 144 fibres within a HDODF environment,45402,
Decon,Decon - MWA,FB-05-03-08,Installation of an inline optical attenuator in conjunction with HDODF patching works,Per optical attenuator, $	15.00 ,Installation of an inline optical attenuator in conjunction with HDODF patching works,45402,
Decon,Decon - MWA,FB-05-03-09,"Installation of an inline optical attenuator within the HDODF cabinet or equivalent rack environments as part of line balancing
works for an FTTC DPU",Per optical attenuator, $	15.00 ,"Installation of an inline optical attenuator within the HDODF cabinet or equivalent rack environments as part of line balancing
works for an FTTC DPU",45402,
Decon,Decon - MWA,FB-06-01-01,Removal of existing fibre joint enclosure,Per fibre joint enclosure, $	80.00 ,Removal of existing fibre joint enclosure,45402,
Decon,Decon - MWA,FC-01-01-03,Installation and commissioning of a wall mounted DPU terminal device,Per DPU, $	67.00 ,Installation and commissioning of a wall mounted DPU terminal device,45402,
Decon,Decon - MWA,FC-01-01-10,Installation and commissioning of an aerial DPU terminal device,Per DPU, $	78.00 ,Installation and commissioning of an aerial DPU terminal device,45402,
Decon,Decon - MWA,FC-01-01-11,Installation and commissioning of a non-aerial DPU terminal device,Per DPU, $	50.00 ,Installation and commissioning of a non-aerial DPU terminal device,45402,
Decon,Decon - MWA,FC-01-01-12,Removal of existing DPU & return to Decon store,Per DPU, $	19.00 ,Removal of existing DPU & return to Decon store,45402,
Decon,Decon - MWA,FC-02-01-12,"Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable
joint enclosure or to an existing aerial mounted terminal box joint enclosure","Per DPU copper lead high twist
extension", $	110.00 ,"Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable
joint enclosure or to an existing aerial mounted terminal box joint enclosure",45402,
Decon,Decon - MWA,FC-02-01-13,"Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted
openable joint enclosure",Per DPU copper lead high twist extension, $	90.00 ,"Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted
openable joint enclosure",45402,
Decon,Decon - MWA,FC-02-02-01,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,Per aerial DPU copper lead jointed, $	75.00 ,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,45402,
Decon,Decon - MWA,FC-02-02-03,"Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint
enclosure",Per replaced enclosure, $	230.00 ,"Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint
enclosure",45402,
Decon,Decon - MWA,FC-02-02-04,"Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint
enclosures",Per copper tie cable, $	200.00 ,"Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint
enclosures",45402,
Decon,Decon - MWA,FC-02-03-01,Installation of a new non-aerial openable joint enclosure,Per new non-aerial openable joint enclosure, $	160.00 ,Installation of a new non-aerial openable joint enclosure,45402,
Decon,Decon - MWA,FC-02-03-02,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,Per DPU copper lead jointed, $	30.00 ,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,45402,
Decon,Decon - MWA,FC-02-03-03,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,Per DPU copper lead jointed, $	35.00 ,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,45402,
Decon,Decon - MWA,FC-02-03-04,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,"Per DPU copper lead high twist
extension", $	75.00 ,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,45402,
Decon,Decon - MWA,FC-02-03-06,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,Per 2pair loop, $	37.00 ,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,45402,
Decon,Decon - MWA,FC-03-01-01,Existing copper drop sheath validation,"Per existing copper drop sheath
validated", $	37.50 ,Existing copper drop sheath validation,45402,
Decon,Decon - MWA,PS-01-01-06A,ACM Pipe Breakout (for installing a pit over the existing ACM pipe) - Pit at NEW location only,Per new Pit, $	387.00 ,ACM Pipe Breakout (for installing a pit over the existing ACM pipe) - Pit at NEW location only,45402,
Decon,Decon - MWA,PS-01-01-06B,ACM Pit Breakout for installation of a duct (Knock in),Per new Pipe, $	80.00 ,ACM Pit Breakout for installation of a duct (Knock in),45402,
Decon,Decon - MWA,PS-01-01-13A,Supply and install electrical pipe with a diameter of 32mm or greater by any means in OTR (Other Than Rock),Per linear metre, $	62.20 ,Supply and install electrical pipe with a diameter of 32mm or greater by any means in OTR (Other Than Rock),45402,
Decon,Decon - MWA,PS-01-01-13B,Supply and Installation of small electrical pit at new locations in OTR (Other Than Rock),Per Pit, $	335.30 ,Supply and Installation of small electrical pit at new locations in OTR (Other Than Rock),45402,
