Job No.,Job Name,ID No.,Type of Cost,Cost Code,Project Cost,Date,Month Incurred Credit or Debit,Memo,Debit,Project Revenue,Credit,Sydney Staff & Wagga staff,Cost breakup,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/10/17,Jul-17,Earnings Kasrten & Ash,"$1,435.07",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,"NBN New Devs - MW20686 - AYCA-1RBL6L - The North Village , Kellyville",7/10/17,Jul-17,Earnings Kasrten & Ash,"$2,057.46",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs -  MW20877 - AYCA-4992YE - 2RIV-02 - 34-36 Schofields - North Park  - 9,7/10/17,Jul-17,Earning Greg & Brendan,$833.46,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20817 - 2LIV-12_2QUA_02_2PTH-02 - Glenfield_Margo_Jamison,7/10/17,Jul-17,Earning Greg & Brendan,$406.98,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20898 - 2MIL-01 - AYCA-45L86C  -NSB - Zulu Road – Build,7/10/17,Jul-17,Earning Greg & Brendan,$465.49,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/10/17,Jul-17,Earning Greg & Brendan,$484.99,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Earnings,"$2,175.56",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/17/17,Jul-17,Earnings Kasrten & Ash,$718.79,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/17/17,Jul-17,Earnings Kasrten & Ash,$179.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/17/17,Jul-17,Earnings Kasrten & Ash,$164.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/17/17,Jul-17,Earnings Kasrten & Ash,$268.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/17/17,Jul-17,Earnings Kasrten & Ash,$209.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/17/17,Jul-17,Earning Greg & Brendan,"$1,181.93",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/17/17,Jul-17,Earning Greg & Brendan,"$1,061.00",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/17/17,Jul-17,Earning Greg & Brendan,$465.49,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/17/17,Jul-17,Earning Greg & Brendan,$465.49,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Earnings,"$2,175.48",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/24/17,Jul-17,Earnings Kasrten & Ash,"$1,351.49",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/24/17,Jul-17,Earnings Kasrten & Ash,$343.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,New Devs - MW21024 - AYCA-4JN54Z - 2NRN-05 - Elderslie,7/24/17,Jul-17,Earnings Kasrten & Ash,$152.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/24/17,Jul-17,Earning Greg & Brendan,$930.98,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20876 - 2RIV-02 -AYCA-499AY5 - 34-36 Schofields - North Park - 10,7/24/17,Jul-17,Earning Greg & Brendan,$621.52,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/24/17,Jul-17,Earning Greg & Brendan,$621.52,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN new Devs - MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,7/24/17,Jul-17,Earning Greg & Brendan,$465.49,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Earnings,"$2,363.18",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/31/17,Jul-17,Earnings Kasrten & Ash,"$1,094.34",,,,,,,,,,,
PE,AARNet,Payroll Expense Journal - PD-569,DJC,AARNet DJC Internals,ARRNet - ICQ-315 IPT2073 WSU Parramatta Square Western Lead-in,7/31/17,Jul-17,Earnings Kasrten & Ash,"$2,262.63",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/31/17,Jul-17,Earning Greg & Brendan,$504.50,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20620 - 2EPP-05 - AYCA-3071BP - Macquarie Park Village,7/31/17,Jul-17,Earning Greg & Brendan,"$1,965.72",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Earnings GC,"$4,136.92",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Earnings Brendan,"$1,041.90",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Earnings Brendan,$830.21,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Earnings Brendan,"$1,236.81",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Earnings Brendan,"$1,052.51",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Earnings Brendan,"$1,029.71",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Superannuation Expense Sonya,$92.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Superannuation Expense Sonya,$92.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Superannuation Expense Sonya,$92.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Superannuation Expense Sonya,$92.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense Sonya,$92.44,,,,,,,,,,,
PE,NBN Sydney,Super AA,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense AA ,$69.38,,,,,,,,,,,
PE,NBN Sydney,Super  RM,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense RM,$116.47,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Superannuation Expense,$185.85,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/3/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/3/17,Jul-17,Superannuation Expense,$28.88,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/3/17,Jul-17,Superannuation Expense,$80.46,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20649 - 2RCH-03 - AYCA-2MLHJO - Macquarie Street Subdivision - South Windsor,7/3/17,Jul-17,Superannuation Expense,$80.46,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20613 - AYCA-3CGK8N - Tulkaba View – 1,7/3/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20720 - AYCA-4BHWVV - Argyle Community Housing,7/3/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 Minor Works DJC Internals,"NBN Minor Works - MW20718 - 2LJT-04-07-08 Unit 2, 234 The Entrance Road",7/3/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/3/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Superannuation Expense,$151.33,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/10/17,Jul-17,Superannuation Expense,$80.46,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,"NBN New Devs - MW20686 - AYCA-1RBL6L - The North Village , Kellyville",7/10/17,Jul-17,Superannuation Expense,$120.69,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs -  MW20877 - AYCA-4992YE - 2RIV-02 - 34-36 Schofields - North Park  - 9,7/10/17,Jul-17,Superannuation Expense,$75.10,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20817 - 2LIV-12_2QUA_02_2PTH-02 - Glenfield_Margo_Jamison,7/10/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20898 - 2MIL-01 - AYCA-45L86C  -NSB - Zulu Road – Build,7/10/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20786 - 2LIV-03 - AYCA-47DIBW - Dale Development,7/10/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Superannuation Expense,$250.21,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/17/17,Jul-17,Superannuation Expense,$40.23,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/17/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/17/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/17/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/17/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20644 - AYCA-35B3X9 -  Renocorp Australia Pty Ltd ,7/17/17,Jul-17,Superannuation Expense,$75.10,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,"NBN New Devs - MW20441 - AYCA-3KSRGR - Norberta St, The Entrance",7/17/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20729 - COR-04 - AYCA-4D6AY6 - 94 POPES RD,7/17/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/17/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Superannuation Expense,$228.70,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/24/17,Jul-17,Superannuation Expense,$80.46,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/24/17,Jul-17,Superannuation Expense,$28.88,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,New Devs - MW21024 - AYCA-4JN54Z - 2NRN-05 - Elderslie,7/24/17,Jul-17,Superannuation Expense,$14.44,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20758 - 2BAN-64 - AYCA-3ETV2Y - 21-25 Leonard Street,7/24/17,Jul-17,Superannuation Expense,$75.10,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20876 - 2RIV-02 -AYCA-499AY5 - 34-36 Schofields - North Park - 10,7/24/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A401 New Devs Internals,NBN New Devs - MW20585 - AYCA-3KUUY6 - 2WOY-09 - Brittwood,7/24/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,DJC,NBN A417 MDU DJC Internals,NBN new Devs - MW20882 - 2BLK-07 - AYCA-468EU5 - 299 Flushcombe - 1,7/24/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense,$232.13,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A401 Minor Works DJC Internals,NBN Minor Works - MW20764 - 2BLK-12-07 - Lot 21 Western MTQY,7/31/17,Jul-17,Superannuation Expense,$80.46,,,,,,,,,,,
PE,AARNet,Payroll Expense Journal - PD-569,DJC,AARNet DJC Internals,ARRNet - ICQ-315 IPT2073 WSU Parramatta Square Western Lead-in,7/31/17,Jul-17,Superannuation Expense,$40.23,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20797 - 2RYD-03 - AYCA-1SUDYS – 15 Porter St Ryde - La Pearl,7/31/17,Jul-17,Superannuation Expense,$37.55,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,DJC,NBN A417 MDU DJC Internals,NBN New Devs - MW20620 - 2EPP-05 - AYCA-3071BP - Macquarie Park Village,7/31/17,Jul-17,Superannuation Expense,$150.20,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense GC,$397.49,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Superannuation Expense Brendan,$67.60,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Superannuation Expense Brendan,$75.09,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Superannuation Expense Brendan,$75.09,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Superannuation Expense Brendan,$75.09,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Superannuation Expense Brendan,$75.21,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Earnings Telephone Sonya,$23.08,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Earnings Telephone Sonya,$23.08,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Earnings Telephone Sonya,$23.08,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Earnings Telephone Sonya,$23.08,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Earnings Telephone Sonya,$23.08,,,,,,,,,,,
PE,NBN Sydney,Telephone,Overhead,Overhead,Overhead,7/31/17,Jul-17,Telephone AA & RM,$25.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-522,Overhead,Overhead,Overhead,7/3/17,Jul-17,Earnings Wages Sonya,$960.50,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-557,Overhead,Overhead,Overhead,7/10/17,Jul-17,Earnings Wages Sonya,$995.00,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-559,Overhead,Overhead,Overhead,7/17/17,Jul-17,Earnings Wages Sonya,"$1,133.12",,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-566,Overhead,Overhead,Overhead,7/24/17,Jul-17,Earnings Wages Sonya,$994.84,,,,,,,,,,,
PE,NBN Sydney,Payroll Expense Journal - PD-569,Overhead,Overhead,Overhead,7/31/17,Jul-17,Earnings Wages Sonya,$950.00,,,,,,,,,,,
PE,NBN Sydney,Wages AA,Overhead,Overhead,Overhead,7/31/17,Jul-17,Wages AA,$768.13,,,,,,,,,,,
PE,NBN Sydney,Wages RM,Overhead,Overhead,Overhead,7/31/17,Jul-17,Wages RM,"$2,027.25",,,,,,,,,,,
PAY,NBN Sydney,E-toll top July 2017,Overhead,Overhead,Overhead,7/5/17,Jul-17,E-Toll Business Operations Centre - Surcharge on Top- up account per transaction,$1.60,,,,,,,,,,,
PAY,NBN Sydney,Etoll July 2017,Overhead,Overhead,Overhead,7/11/17,Jul-17,E-Toll Business Operations Centre - Surcharge on Top- up account per transaction,$1.60,,,,,,,,,,,
INV,NBN Sydney,51385216,Overhead,Overhead,Overhead,7/15/17,Jul-17,TNT Australia Pty Ltd - Account service fee,$9.50,,,,,,,,,,,
PAY,NBN Sydney,Etoll - July 2017,Overhead,Overhead,Overhead,7/27/17,Jul-17,E-Toll Business Operations Centre - Surcharge on Top- up account per transaction,$1.60,,,,,,,,,,,
PAY,NBN Sydney,NBN CO Bank Guarantees,Overhead,Overhead,Overhead,7/14/17,Jul-17,National Australia Bank - Bank Guarantees,$125.00,,,,,,,,,,,
PAY,NBN Sydney,NBN CO Bank Guarantees,Overhead,Overhead,Overhead,7/14/17,Jul-17,National Australia Bank - Bank Guarantees,$125.00,,,,,,,,,,,
PAY,NBN Sydney,NBN CO Bank Guarantees,Overhead,Overhead,Overhead,7/14/17,Jul-17,National Australia Bank - Bank Guarantees,$125.00,,,,,,,,,,,
PAY,NBN Sydney,NBN CO Bank Guarantees,Overhead,Overhead,Overhead,7/14/17,Jul-17,National Australia Bank - Bank Guarantees,$125.00,,,,,,,,,,,
INV,NBN Sydney,001176,Overhead,Overhead,Overhead,7/6/17,Jul-17,Woolworths Limited - Twinings Tea Bags English Brkfst 50pk,$5.00,,,,,,,,,,,
INV,NBN Sydney,001176,Overhead,Overhead,Overhead,7/6/17,Jul-17,Woolworths Limited - Moccona F/D Coffee Clasc Drk Rst 400G,$14.00,,,,,,,,,,,
INV,NBN Sydney,001176,Overhead,Overhead,Overhead,7/6/17,Jul-17,Woolworths Limited - CSR Sugar White 1kg,$2.00,,,,,,,,,,,
INV,NBN Sydney,9093236001910598,Overhead,Overhead,Overhead,7/27/17,Jul-17,Officeworks Superstores - Ctn Reflex Cpy Ppr 80gsm A4,$22.68,,,,,,,,,,,
INV,NBN Sydney,02/39492,Overhead,Overhead,Overhead,7/5/17,Jul-17,"Australia Post - EP Small Satchel
Tracking no: 606 35321290 094",$9.86,,,,,,,,,,,
INV,NBN Sydney,812412804,Overhead,Overhead,Overhead,7/1/17,Jul-17,"Optus - Acct Number: 8106 5990 7001 41
0413257544 on Wireless Broadband 200GB",$74.72,,,,,,,,,,,
INV,NBN Sydney,817612441,Overhead,Overhead,Overhead,7/16/17,Jul-17,"Optus - Service Charges
0413257544 on Home Wireless 200GB",$74.72,,,,,,,,,,,
INV,NBN Sydney,817612441,Overhead,Overhead,Overhead,7/16/17,Jul-17,Optus - Account Charges,$13.64,,,,,,,,,,,
INV,NBN Sydney,P 459 486 251-3,Overhead,Overhead,Overhead,7/21/17,Jul-17,Telstra Acc # 898 8808 200 - Sydney,$136.36,,,,,,,,,,,
INV,NBN Sydney,7016/00188253,Overhead,Overhead,Overhead,7/4/17,Jul-17,Bunnings Warehouse - Batteries AA Duracell 30pk,$17.71,,,,,,,,,,,
INV,NBN Sydney,7016/00188253,Overhead,Overhead,Overhead,7/4/17,Jul-17,Bunnings Warehouse - Duracell Coppertop C8 8 Pack,$15.05,,,,,,,,,,,
INV,NBN Sydney,31319809,Overhead,Overhead,Overhead,7/4/17,Jul-17,Sunlite Mitre 10 - Dust Pan & Brush Set Green,$7.26,,,,,,,,,,,
INV,NBN Sydney,3091157,Overhead,Overhead Materials,Overhead Materials,7/12/17,Jul-17,"The Australian Reinforcing Company - Bulk Bags 90x90x90 
Length: 0.900
Width: 0.900",$54.90,,,,,,,,,,,
INV,NBN Sydney,3091157,Overhead,Overhead Materials,Overhead Materials,7/12/17,Jul-17,"The Australian Reinforcing Company - Bulk Bags 60x60x60 
Length: 0.600
Width: 0.600",$36.00,,,,,,,,,,,
INV,NBN Sydney,395320,Overhead,Overhead,"Overhead, Civils Truck Pipe Tray",7/13/17,Jul-17,Steel Supplies - 2400.x3000.x.WG224,$156.00,,,,,,,,,,,
INV,NBN Sydney,395320,Overhead,Overhead,"Overhead, Civils Truck Pipe Tray",7/13/17,Jul-17,Steel Supplies - 40 x 40 x 2.0 RHS ***Gal***x 8.0mtr,$136.80,,,,,,,,,,,
INV,NBN Sydney,7016/00109537,Overhead,Overhead,Overhead,7/19/17,Jul-17,Bunnings Warehouse - Vacuum Accessory Vax 5pk Vac Bags 30400,$23.64,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 25/07/17
1 x Bin Not Out 1.5m Bin",$93.90,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 28/07/17
1 x Clear 1.5m Bin",$93.90,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 31/07/17
1 x Environmental Fee",$13.70,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 6/07/17
1 x Clear 1.5m Recycle Bin",$13.00,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 11/07/17
1 x Clear 1.5m Bin",$93.90,,,,,,,,,,,
INV,NBN Sydney,11914991,Overhead,Overhead,Overhead,7/31/17,Jul-17,"Cleanaway - 20/07/17
1 x Clear 1.5m Recycle Bin",$13.00,,,,,,,,,,,
INV,NBN Sydney,0010,Overhead,Overhead,Overhead,7/3/17,Jul-17,"GILCIN - Rent 19/07/2017 - 18/08/2017
Unit 26, 10 John Hines Ave, Minchinbury NSW","$4,416.66",,,,,,,,,,,
