Contract,Project Title,Location,,Inv No.,Date Invoice Created,Date Project Completions handed over,PC Request Date Submitted,Variation Request submitted,Variation Approval,PC Due,Payment Date,Month Claimed,Actual Payment Date,maximoOrderNumber,FSAM/MPS,Suburb,Amount,Variation,Total Revenue,GST Inc,DJC Cost,Internat DJC Cost,Total Cost,Margin,%,NBN PO/PM,Project Quote Submitted,Project Award Date,Days to Award,Customer required date,Difference CRD to Award
A417 Greenfield MDU,MW22405-AYCA-3BBGCI-2RIV-04-737 Windsor Rd Box Hill,Sydney,,,,04/07/2018,04/07/2018,09/07/2018,,18/07/2018,01/08/2018,Jul-18,Aug-18,,MW22405-AYCA-3BBGCI-2RIV-04-737 Windsor Rd Box Hill,Box Hill,$611.63,$530.88,"$1,142.51","$1,256.76",,,$0.00,"$1,142.51",100%,Andrew Mahassy,Direct Award,07/05/2018,,02/08/2018,87d
NBN FttC Drops,MW417R000169-2MIR-29-STELLAR NPDL_MWR (A417)-Miranda,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000169-2MIR-29-STELLAR NPDL_MWR (A417)-Miranda,Miranda,"$19,955.10",,"$19,955.10","$21,950.61","$3,000.00","$3,861.34","$6,861.34","$13,093.76",66%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000169-2MIR-29-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Sydney,,Inv 13747,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000169-2MIR-29-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Miranda,"$8,552.18",,"$8,552.18","$9,407.40",,,$0.00,"$8,552.18",100%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale,Mona Vale,"$12,680.08",,"$12,680.08","$13,948.09","$9,760.00",,"$9,760.00","$2,920.08",23%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale, Mob Payment",Sydney,,Inv 13750,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000172-2MON-25-STELLAR NPDL_MWR (A417)-Mona Vale, Mob Payment",Mona Vale,"$5,434.32",,"$5,434.32","$5,977.75","$9,760.00",,"$9,760.00","-$4,325.68",-80%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda,Miranda,"$14,019.04",,"$14,019.04","$15,420.94","$11,080.00",,"$11,080.00","$2,939.04",21%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Sydney,,Inv 13745,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000170-2MIR-22-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Miranda,"$6,008.16",,"$6,008.16","$6,608.98","$11,080.00",,"$11,080.00","-$5,071.84",-84%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,MW417R000174-2MIR-26-STELLAR NPDL_MWR (A417)-Miranda,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000174-2MIR-26-STELLAR NPDL_MWR (A417)-Miranda,Miranda,"$18,303.71",,"$18,303.71","$20,134.08","$15,304.00",,"$15,304.00","$2,999.71",16%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000174-2MIR-26-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Sydney,,Inv 13748,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000174-2MIR-26-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Miranda,"$7,844.45",,"$7,844.45","$8,628.89","$15,304.00",,"$15,304.00","-$7,459.55",-95%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,MW417R000166-2MIR-31-STELLAR NPDL_MWR (A417)-Miranda,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000166-2MIR-31-STELLAR NPDL_MWR (A417)-Miranda,Miranda,"$16,157.62",,"$16,157.62","$17,773.39","$12,840.00",,"$12,840.00","$3,317.62",21%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000166-2MIR-31-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Sydney,,Inv 13746,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000166-2MIR-31-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Miranda,"$6,924.70",,"$6,924.70","$7,617.17","$12,840.00",,"$12,840.00","-$5,915.30",-85%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda,Miranda,"$37,618.88",,"$37,618.88","$41,380.77","$34,356.00",,"$34,356.00","$3,262.88",9%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Sydney,,Inv 13749,14/06/2018,,30/07/2018,,,,14/06/2018,Jul-18,Jun-18,,"MW417R000180-2MIR-25-STELLAR NPDL_MWR (A417)-Miranda, Mob Payment",Miranda,"$16,122.38",,"$16,122.38","$17,734.62","$34,356.00",,"$34,356.00","-$18,233.62",-113%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2CTH-20, Cresent Heads, Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2CTH-20, Cresent Heads, Validation",Cresent Heads,"$15,343.82",,"$15,343.82","$16,878.20","$9,325.25",,"$9,325.25","$6,018.57",39%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2DRG-20, Dorrigo Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2DRG-20, Dorrigo Validation",Dorrigo ,"$17,958.00",,"$17,958.00","$19,753.80","$10,256.50",,"$10,256.50","$7,701.50",43%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2NDS-01, Nords Wharf, Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2NDS-01, Nords Wharf, Validation",Nords Wharf,"$12,067.14",,"$12,067.14","$13,273.85","$5,136.50",,"$5,136.50","$6,930.64",57%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2LCT-01, Lake Cathie, Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2LCT-01, Lake Cathie, Validation",Lake Cathie,"$2,694.70",,"$2,694.70","$2,964.17","$1,151.00",,"$1,151.00","$1,543.70",57%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2ERP-20, Eastern Creek Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2ERP-20, Eastern Creek Validation",Eastern Creek,"$19,905.24",,"$19,905.24","$21,895.76","$9,452.00",,"$9,452.00","$10,453.24",53%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2BGI-20, Boggabri Validations",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2BGI-20, Boggabri Validations",Boggabri,"$3,067.05",,"$3,067.05","$3,373.76","$1,782.50",,"$1,782.50","$1,284.55",42%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2WWA-20, Wee Waa Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2WWA-20, Wee Waa Validation",Wee Waa,"$10,375.62",,"$10,375.62","$11,413.18","$2,088.50",,"$2,088.50","$8,287.12",80%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2MAN-20, Manilla Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2MAN-20, Manilla Validation",Manilla,"$10,375.62",,"$10,375.62","$11,413.18","$4,926.50",,"$4,926.50","$5,449.12",53%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2WLH-20, Walcha Validation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2WLH-20, Walcha Validation",Walcha,"$9,022.00",,"$9,022.00","$9,924.20","$2,547.50",,"$2,547.50","$6,474.50",72%,Kirsty Doyle,Direct Award,,,,
NBN FttC Drops,"2MIR-21, Miranda Valiadation",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"2MIR-21, Miranda Valiadation",Miranda,"$6,456.10",,"$6,456.10","$7,101.71",,,$0.00,"$6,456.10",100%,Kirsty Doyle,Direct Award,,,,
A417 Greenfield MDU,MW22372-AYCA-4WVTLQ-2DBB-01-48 Southlakes Parade Dubbo,Central West,,Inv 13845,06/07/2018,07/06/2018,07/06/2018,08/06/2018,02/07/2018,21/06/2018,10/07/2018,Jun-18,Jul-18,,MW22372-AYCA-4WVTLQ-2DBB-01-48 Southlakes Parade Dubbo,Dubbo,$93.73,"$2,506.95","$2,600.68","$2,860.75",,,$0.00,"$2,600.68",100%,Mark Leal,Direct Award,08/05/2018,,01/08/2018,85d
A417 Greenfield MDU,"MW22345-AYCA-4R1HAL-2RIV-07-Crown, Edmund, William St-7 Riverstone",Sydney,,Inv 13635,22/05/2018,23/05/2018,23/05/2018,31/05/2018,05/06/2018,05/06/2018,12/06/2018,May-18,Jun-18,,"MW22345-AYCA-4R1HAL-2RIV-07-Crown, Edmund, William St-7 Riverstone",Riverstone,$651.87,$755.60,"$1,407.47","$1,548.22",$384.84,,$384.84,"$1,022.63",73%,Ertan Cicek,Direct Award,09/05/2018,,13/07/2018,65d
A417 Greenfield MDU,MW 22436 - AYCA-4SRFAN-2226 Roseberry St Balgowlah NSW EXT,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW 22436 - AYCA-4SRFAN-2226 Roseberry St Balgowlah NSW EXT,Balgowlah,"$1,928.04",,"$1,928.04","$2,120.84",,,$0.00,"$1,928.04",100%,Ertan Cicek,Direct Award,11/05/2018,,25/07/2018,75d
A417 Greenfield MDU,MW22437-AYCA-4PIIN5-2RYD-66-101 Church St Ryde,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22437-AYCA-4PIIN5-2RYD-66-101 Church St Ryde,Ryde,$646.20,,$646.20,$710.82,,,$0.00,$646.20,100%,Ertan Cicek,Direct Award,11/05/2018,,26/06/2018,46d
A417 Greenfield MDU,MW22366-AYCA-117I3H-2RIV-01-34 Station Street Schofields,Sydney,,Inv 13717,14/06/2018,24/05/2018,25/05/2018,24/05/2018,30/05/2018,05/06/2018,12/06/2018,May-18,Jun-18,,MW22366-AYCA-117I3H-2RIV-01-34 Station Street Schofields,Schofields,"$1,073.74","$14,716.48","$15,790.22","$17,369.24","$11,326.55",,"$11,326.55","$4,463.67",28%,Ertan Cicek,Direct Award,14/05/2018,,01/08/2018,79d
A401/Greenfield,"MW22392-AYCA-53Y8BE-2WEL-01-2WEL-01-17 Nicholii St, Montefiores",Central West,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22392-AYCA-53Y8BE-2WEL-01-2WEL-01-17 Nicholii St, Montefiores",Montefiores,"$7,630.73",,"$7,630.73","$8,393.80",,,$0.00,"$7,630.73",100%,Mark Leal,Direct Award,14/05/2018,,15/06/2018,32d
A417 Greenfield MDU,MW22435-AYCA-5576QH-2TGL-02-3 Ghersi Ave Wambera,Central Coast,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22435-AYCA-5576QH-2TGL-02-3 Ghersi Ave Wambera,Wamberal,"$1,596.49",,"$1,596.49","$1,756.14",,,$0.00,"$1,596.49",100%,Ertan Cicek,Direct Award,14/05/2018,,26/05/2018,12d
A417 Greenfield MDU,MW22454-AYCA-2CVKCU-2ROT-60-60 Wallgrove Rd Easter Creek,Sydney,,Inv 13716,20/06/2018,31/05/2018,31/05/2018,31/05/2018,05/06/2018,14/06/2018,22/06/2018,May-18,Jun-18,,MW22454-AYCA-2CVKCU-2ROT-60-60 Wallgrove Rd Easter Creek,Eastern Creek,"$1,556.80","$1,927.12","$3,483.92","$3,832.31","$2,361.42",,"$2,361.42","$1,122.50",32%,Ertan Cicek,Direct Award,17/05/2018,,31/07/2018,75d
A401/Greenfield,MW22433-AYCA-4OJUJI-2GLB-04-20 Cathcart St Goulburn,Sth NSW,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22433-AYCA-4OJUJI-2GLB-04-20 Cathcart St Goulburn,Goulburn,"$4,404.14",,"$4,404.14","$4,844.55",,,$0.00,"$4,404.14",100%,Sogand Mohtat,15/05/2018,18/05/2018,3d,20/06/2018,33d
A417 Greenfield MDU,MW417R000034-AYCA-44MH0G-2RYD-63-133-137 Bowden Street Meadowbank,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW417R000034-AYCA-44MH0G-2RYD-63-133-137 Bowden Street Meadowbank,Meadowbank,"$3,333.98",,"$3,333.98","$3,667.38",,,$0.00,"$3,333.98",100%,Ertan Cicek,Direct Award,18/05/2018,,01/08/2018,75d
A417 Greenfield MDU,MW22390-AYCA-4EE89M-2RIV-04-15 Boundary Rd Box Hill,Sydney,,Inv 13506,01/05/2018,21/05/2018,22/05/2018,22/05/2018,24/05/2018,31/05/2018,07/06/2018,May-18,Jun-18,,MW22390-AYCA-4EE89M-2RIV-04-15 Boundary Rd Box Hill,Box Hill,"$1,635.31",$845.60,"$2,480.91","$2,729.00",$976.93,,$976.93,"$1,503.98",61%,Andrew Mahssy,Direct Award,08/05/2018,,02/08/2018,86d
A417 Greenfield MDU,MW417R000052-AYCA-44H3AU-2STL-65-13 Marshall Avenue St Leonards,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW417R000052-AYCA-44H3AU-2STL-65-13 Marshall Avenue St Leonards,St Leonards,"$1,998.69",,"$1,998.69","$2,198.56",,,$0.00,"$1,998.69",100%,Ertan Cicek,Direct Award,21/05/2018,,05/08/2018,76d
A417 Greenfield MDU,MW22474-AYCA-4UE5JN-2LID-03-46-48 Beaumont St,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW22474-AYCA-4UE5JN-2LID-03-46-48 Beaumont St,Lidcombe,"$1,347.33",,"$1,347.33","$1,482.06",,,$0.00,"$1,347.33",100%,Ertan Cicek,Direct Award,21/05/2018,,06/08/2018,77d
A417 Greenfield MDU,MW22501-AYCA-4W183C-2WLG-02-71 Auburn St Wollongong,Sth Coast,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW22501-AYCA-4W183C-2WLG-02-71 Auburn St Wollongong,Wollongong,"$1,592.08",,"$1,592.08","$1,751.29",,,$0.00,"$1,592.08",100%,Nabeel Jaimon,Direct Award,22/05/2018,,06/08/2018,76d
A417 Greenfield MDU,MW417R000049-AYCA-24QAXK-2ROC-03-10 Martin Avenue Arncliffe,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW417R000049-AYCA-24QAXK-2ROC-03-10 Martin Avenue Arncliffe,Arncliffe,"$2,655.28",,"$2,655.28","$2,920.81",,,$0.00,"$2,655.28",100%,Ertan Cicek,Direct Award,22/05/2018,,06/08/2018,76d
A417 Greenfield MDU,"MW417R000051-AYCA-55JW1J-2BOT-01-180 – 188 Maroubra Rd, Maroubra",Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,"MW417R000051-AYCA-55JW1J-2BOT-01-180 – 188 Maroubra Rd, Maroubra",Maroubra,"$1,343.18",,"$1,343.18","$1,477.50","$3,524.25",,"$3,524.25","-$2,181.07",-162%,Ertan Cicek,Direct Award,22/05/2018,,01/08/2018,71d
A417 Greenfield MDU,MW22526-AYCA-4T7JU2-2MIR-25-13 Dudley Avenue Caringbah South,Sydney,,,,29/06/2018,29/06/2018,02/07/2018,,13/07/2018,27/07/2018,Jun-18,Jul-18,,MW22526-AYCA-4T7JU2-2MIR-25-13 Dudley Avenue Caringbah South,Carringbah,"$1,804.33","$12,670.33","$14,474.66","$15,922.13","$3,866.63",,"$3,866.63","$10,608.03",73%,Ertan Cicek,Direct Award,24/05/2018,,30/05/2018,6d
A417 Greenfield MDU,MW22531-AYCA-413Z64-2PAR-64-2B Darcy Rd Westmead,Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,MW22531-AYCA-413Z64-2PAR-64-2B Darcy Rd Westmead,Westmead,"$1,987.42",,"$1,987.42","$2,186.16",,,$0.00,"$1,987.42",100%,Ertan Cicek,Direct Award,25/05/2018,,15/06/2018,21d
A417 Greenfield MDU,MW22420 - AYCA-4RFDRV - 2KIA-03 - 58 Old Saddleback Road Kiama,Sth Coast,,,,19/06/2018,19/06/2018,02/07/2018,04/07/2018,03/07/2018,17/07/2018,Jun-18,Jul-18,,MW22420 - AYCA-4RFDRV - 2KIA-03 - 58 Old Saddleback Road Kiama,Kiama,"$11,050.52","$9,243.71","$20,294.23","$22,323.66","$5,530.26","$3,905.86","$9,436.12","$10,858.11",54%,Andrew Mahassy,Direct Award,11/05/2018,,23/05/2018,12d
A417 Greenfield MDU,MW22470-AYCA-2XJBL7-2SIL-02-3 Olympic Blvd Sydney Olympic Park,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW22470-AYCA-2XJBL7-2SIL-02-3 Olympic Blvd Sydney Olympic Park,Olympic Park,"$5,102.55",,"$5,102.55","$5,612.81",,,$0.00,"$5,102.55",100%,Ertan Cicek,Direct Award,28/05/2018,,05/08/2018,69d
A401/Greenfield,"MW22478 - AYCA-501QN5 - 2CAS-23 - 30 Pentonville Parade, Castle Hill",Sydney,,Inv 13751,20/06/2018,29/05/2018,29/05/2018,31/05/2018,05/06/2018,14/06/2018,28/06/2018,May-18,Jun-18,,"MW22478 - AYCA-501QN5 - 2CAS-23 - 30 Pentonville Parade, Castle Hill",Castle Hill,"$2,549.45","$1,147.33","$3,696.78","$4,066.46","$1,826.69",,"$1,826.69","$1,870.09",51%,Dave Yoemans,22/05/2018,30/05/2018,,30/07/2018,61d
A417 Greenfield MDU,AYCA-54QQ6Y_48 KALAROO RD REDHEAD,Newcastle,,,,,,,,,,,,,AYCA-54QQ6Y_48 KALAROO RD REDHEAD,Redhead,,,,,,,,,,,,,,,
A417 Greenfield MDU,MW22548-AYCA-48V6NM-2PTH-05-Lord Sheffield Circuit Penrith,Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,MW22548-AYCA-48V6NM-2PTH-05-Lord Sheffield Circuit Penrith,Penrith,"$6,541.61",,"$6,541.61","$7,195.77",,,$0.00,"$6,541.61",100%,Ertan Cicek,Direct Award,30/05/2018,,13/09/2018,106d
A417 Greenfield MDU,MW22505-2KNS-03-AYCA-4KBL5R-14-18 Primrose Ave & 27-29 Roseberry Ave Rosberry,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22505-2KNS-03-AYCA-4KBL5R-14-18 Primrose Ave & 27-29 Roseberry Ave Rosberry,Rosberry,"$1,091.81",,"$1,091.81","$1,200.99",,,$0.00,"$1,091.81",100%,Ertan Cicek,Direct Award,30/05/2018,,18/08/2018,80d
A417 Greenfield MDU,"MW417R000243-AYCA-56I886-2ASH-64-47 Cecil St, Ashfield",Sydney,,,,,30/10/2018,,,,,Oct-18,Jan-00,,"MW417R000243-AYCA-56I886-2ASH-64-47 Cecil St, Ashfield",Ashfield,"$2,864.22",,"$2,864.22","$3,150.64",,,$0.00,"$2,864.22",100%,Ertan Cicek,Direct Award,13/06/2018,,28/09/2018,107d
A417 Greenfield MDU,MW22513 - AYCA-4JW63S - 2CRO-21 - 25-29 Tonkin St Cronulla,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW22513 - AYCA-4JW63S - 2CRO-21 - 25-29 Tonkin St Cronulla,Cronulla,"$4,221.51",,"$4,221.51","$4,643.66",,,$0.00,"$4,221.51",100%,Ertan Cicek,Direct Award,29/05/2018,,29/07/2018,61d
A401/Greenfield,"MW22483-AYCA-4IEHVB-2CAH-21-Bottlebrush Place, Lakewood",Nth Coast,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW22483-AYCA-4IEHVB-2CAH-21-Bottlebrush Place, Lakewood",Lakewood,"$3,000.00",,"$3,000.00","$3,300.00",,,$0.00,"$3,000.00",100%,Mark Leal,21/05/2018,29/05/2018,8d,29/06/2018,31d
A417 Greenfield MDU,MW22520-AYCA-48OYT0-2EDG-65-240 New South Head Road Edgecliff,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22520-AYCA-48OYT0-2EDG-65-240 New South Head Road Edgecliff,Edgecliffe,"$1,411.72",,"$1,411.72","$1,552.89",,,$0.00,"$1,411.72",100%,Ertan Cicek,Direct Award,30/05/2018,,05/09/2018,98d
A417 Greenfield MDU,MW22575-AYCA-4LHC6F-2DBB-01-30 Ritz Pl Dubbo,Central West,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22575-AYCA-4LHC6F-2DBB-01-30 Ritz Pl Dubbo,Dubbo,"$4,042.34",,"$4,042.34","$4,446.57",,,$0.00,"$4,042.34",100%,Ertan Cicek,Direct Award,30/05/2018,,23/08/2018,85d
A417 Greenfield MDU,MW22532-AYCA-55KUFO-2MIR-22-31 Bay Road Taren Point,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22532-AYCA-55KUFO-2MIR-22-31 Bay Road Taren Point,Taren Point,"$2,382.07",,"$2,382.07","$2,620.28",,,$0.00,"$2,382.07",100%,Ertan Cicek,Direct Award,30/05/2018,,29/08/2018,91d
A417 Greenfield MDU,MW22574 - AYCA-4BBYMK - 2ROU-01 - 184 & 186 Old Pitt Town Rd Box Hill,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22574 - AYCA-4BBYMK - 2ROU-01 - 184 & 186 Old Pitt Town Rd Box Hill,Box Hill,"$3,453.15",,"$3,453.15","$3,798.47",,,$0.00,"$3,453.15",100%,Ertan Cicek,Direct Award,30/05/2018,,23/08/2018,85d
A417 Greenfield MDU,MW22547-AYCA-547JTQ-2DBB-04-1D Rawson St Dubbo,Central West,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22547-AYCA-547JTQ-2DBB-04-1D Rawson St Dubbo,Dubbo,"$1,056.40",,"$1,056.40","$1,162.04",,,$0.00,"$1,056.40",100%,Ertan Cicek,Direct Award,31/05/2018,,22/08/2018,83d
A417 Greenfield MDU,MW22579-AYCA-4R1C1M-2RIV-07-William St Riverstone,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22579-AYCA-4R1C1M-2RIV-07-William St Riverstone,Riverstone,$923.71,,$923.71,"$1,016.08",,,$0.00,$923.71,100%,Ertan Cicek,Direct Award,01/06/2018,,23/08/2018,83d
A417 Greenfield MDU,MW22580-AYCA-52S52D-2BTH-01-18 Hobson Cl Eglinton,Central West,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW22580-AYCA-52S52D-2BTH-01-18 Hobson Cl Eglinton,Eglinton,"$2,924.92",,"$2,924.92","$3,217.41",,,$0.00,"$2,924.92",100%,Ertan Cicek,Direct Award,01/06/2018,,24/08/2018,84d
A417 Greenfield MDU,MW417R000099-AYCA-577BDS-2BLK-07-36 Huntingwood Drive Huntingwood,Sydney,,,,,30/08/2018,,,,,Aug-18,Jan-00,,MW417R000099-AYCA-577BDS-2BLK-07-36 Huntingwood Drive Huntingwood,Huntingwood,$856.80,,$856.80,$942.48,,,$0.00,$856.80,100%,Nabeel Jaimon,Direct Award,01/06/2018,,08/08/2018,68d
A401/Greenfield,MW22493 - AYCA-4VG4KY - 2LTO-20 -  23-25 Chelmsford Place Leeton,Sth NSW,,,,18/06/2018,30/06/2018,,,02/07/2018,,Jun-18,Jan-00,,MW22493 - AYCA-4VG4KY - 2LTO-20 -  23-25 Chelmsford Place Leeton,Leeton,"$4,293.87",,"$4,293.87","$4,723.26",,,$0.00,"$4,293.87",100%,Dave Yoemans,,,,,0
A417 Greenfield MDU,"MW417R000065- AYCA-59DV6W-2CRR-72-Nelson St, Fairfield",Sydney,,,,,30/07/2018,,,,,Jul-18,Jan-00,,"MW417R000065- AYCA-59DV6W-2CRR-72-Nelson St, Fairfield",Fairfield,"$1,156.75",,"$1,156.75","$1,272.43","$1,502.68",,"$1,502.68",-$345.93,-30%,Ertan Cicek,Direct Award,05/06/2018,,28/06/2018,23d
A417 Greenfield MDU,MW417R000077-AYCA-5A2Y34-2MAI-03-100 George St East Maitland,Newcastle,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000077-AYCA-5A2Y34-2MAI-03-100 George St East Maitland,East Maitland,$926.02,,$926.02,"$1,018.62",,,$0.00,$926.02,100%,Ertan Cicek,Direct Award,05/06/2018,,29/08/2018,85d
A401/Greenfield,AYCA‐52JYBU NBN Tech Choice 7 Buggy Crescent McKellar,ACT,,,,03/07/2018,30/07/2018,,,,,Jul-18,Jan-00,,AYCA‐52JYBU NBN Tech Choice 7 Buggy Crescent McKellar,Mckellar,"$20,864.64",,"$20,864.64","$22,951.10","$5,714.37",,"$5,714.37","$15,150.27",73%,Dave Yoemans,,,,,
A417 Greenfield MDU,MW417R000070-AYCA-52UC2N-2WRO-63-Beech Rd Casula,Sydney,,,,05/07/2018,05/07/2018,,,19/07/2018,10/11/2018,Jul-18,Nov-18,,MW417R000070-AYCA-52UC2N-2WRO-63-Beech Rd Casula,Casula,"$19,385.47",,"$19,385.47","$21,324.02","$7,183.72",,"$7,183.72","$12,201.75",63%,Ertan Cicek,Direct Award,07/06/2018,,29/08/2018,83d
A417 Greenfield MDU,MW417R000124-AYCA-58BKNK-2RYD-66-2-6 Junction St Ryde,Sydney,,,,22/06/2018,22/06/2018,25/06/2018,,06/07/2018,20/07/2018,Jun-18,Jul-18,,MW417R000124-AYCA-58BKNK-2RYD-66-2-6 Junction St Ryde,Ryde,"$1,064.32","$5,366.59","$6,430.91","$7,074.00","$1,932.82",,"$1,932.82","$4,498.09",70%,Ertan Cicek,Direct Award,06/06/2018,,30/08/2018,85d
A417 Greenfield MDU,"MW417R000098-AYCA-4TC0MT-2QUA-65-50 Farnham Rd, Quakers Hill",Sydney,,,,18/06/2018,19/06/2018,27/06/2018,,03/07/2018,17/07/2018,Jun-18,Jul-18,,"MW417R000098-AYCA-4TC0MT-2QUA-65-50 Farnham Rd, Quakers Hill",Quakers Hill,"$8,779.84","$16,441.63","$25,221.47","$27,743.62","$17,562.26",,"$17,562.26","$7,659.21",30%,Ertan Cicek,Direct Award,08/06/2018,,30/08/2018,83d
A417 Greenfield MDU,MW417R000132-AYCA-4L3R6E-2MIR-26-4-6 Ventura Ave Miranda,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000132-AYCA-4L3R6E-2MIR-26-4-6 Ventura Ave Miranda,Miranda,"$5,800.56",,"$5,800.56","$6,380.62",,,$0.00,"$5,800.56",100%,Ertan Cicek,Direct Award,07/06/2018,,31/08/2018,85d
A417 Greenfield MDU,MW417R000139-AYCA-4IIZWC-2STL-60-22-28 Albany St St Leonards,Sydney,,,,,30/09/2018,,,,,Sep-18,Jan-00,,MW417R000139-AYCA-4IIZWC-2STL-60-22-28 Albany St St Leonards,St.Leonards,$781.39,,$781.39,$859.53,,,$0.00,$781.39,100%,Ertan Cicek,Direct Award,07/06/2018,,,
